row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Cho vay,Thu hồi gốc cho vay,Vay,Thanh toán gốc vay,numeric__Mối quan hệ,numeric__Cho vay,numeric__Thu hồi gốc cho vay,numeric__Vay,numeric__Thanh toán gốc vay
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,359.132.500.000,(359.132.500.000),(6.116.634.166.667),5.331.600.000.000,,359132500000.0,-359132500000.0,-6116634166667.0,5331600000000.0
Công ty BFF,Công ty BFF,Công ty BFF,Công ty con,166.500.000.000,(85.000.000.000),-,-,,166500000000.0,-85000000000.0,,
Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty con,3.385.358.594.162,(450.904.045.216),(655.286.504.695),2.316.364.629.695,,3385358594162.0,-450904045216.0,-655286504695.0,2316364629695.0
Công ty Xavinco,Công ty Xavinco,Công ty Xavinco,Công ty con,-,-,(1.082.000.000.000),45.065.000.000,,,,-1082000000000.0,45065000000.0
Công ty Vinpearl Đà Nẵng,Công ty Vinpearl Đà Nẵng,Công ty Vinpearl Đà Nẵng,Công ty con,161.000.000.000,(90.000.000.000),-,-,,161000000000.0,-90000000000.0,,
Công ty Nam Hà Nội,Công ty Nam Hà Nội,Công ty Nam Hà Nội,Công ty con,3.880.593.982.774,(3.416.000.000.000),-,-,,3880593982774.0,-3416000000000.0,,
Công ty Vinpearl Nha Trang,Công ty Vinpearl Nha Trang,Công ty Vinpearl Nha Trang,Công ty con,2.268.432.512.440,(1.275.229.550.457),-,-,,2268432512440.0,-1275229550457.0,,
Công ty Vinhomes 1,Công ty Vinhomes 1,Công ty Vinhomes 1,Công ty con,345.700.116.667,(367.700.116.667),(791.175.745.181),661.309.883.333,,345700116667.0,-367700116667.0,-791175745181.0,661309883333.0
Công ty Vinpearl Phú Quốc,Công ty Vinpearl Phú Quốc,Công ty Vinpearl Phú Quốc,Công ty con,918.950.240.495,(254.136.363.636),-,-,,918950240495.0,-254136363636.0,,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,957.443.078.665,(1.849.417.031.000),-,-,,957443078665.0,-1849417031000.0,,
Công ty Vinpearland,Công ty Vinpearland,Công ty Vinpearland,Công ty con,778.500.000.000,(479.000.000.000),-,-,,778500000000.0,-479000000000.0,,
Công ty Xây dựng Vincom,Công ty Xây dựng Vincom,Công ty Xây dựng Vincom,Công ty con,928.629.632.372,(928.629.632.372),(1.149.916.297.667),99.000.000.000,,928629632372.0,-928629632372.0,-1149916297667.0,99000000000.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,1.815.000.000.000,(877.058.333.333),(5.429.414.406.250),4.388.012.500.000,,1815000000000.0,-877058333333.0,-5429414406250.0,4388012500000.0
Công ty Thời Đại,Công ty Thời Đại,Công ty Thời Đại,Công ty con,-,-,(181.900.000.000),4.101.014.380.438,,,,-181900000000.0,4101014380438.0
Công ty Sài Đồng,Công ty Sài Đồng,Công ty Sài Đồng,Công ty con,6.355.520.209.862,(7.856.720.209.862),(95.000.000.000),69.903.142.063,,6355520209862.0,-7856720209862.0,-95000000000.0,69903142063.0
Công ty Vinpearl Hạ Long,Công ty Vinpearl Hạ Long,Công ty Vinpearl Hạ Long,Công ty con,95.600.000.000,-,-,-,,95600000000.0,,,
