row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
59,59,59,Công ty TNHH Quản lý Xây dựng Vincom 2,Công ty Xây dựng Vincom 2,"100,00%","99,92%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Xây dựng nhà và các công trình kỹ thuật dân dụngHoạt động kiến trúc và tư vấn kỹ thuật,,,1.0,0.9992,,
60,60,60,Công ty TNHH Quản lý Xây dựng Vincom 3,Công ty Xây dựng Vincom 3,"100,00%","99,92%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Xây dựng nhà và các công trình kỹ thuật dân dụngHoạt động kiến trúc và tư vấn kỹ thuật,,,1.0,0.9992,,
61,61,61,Công ty TNHH Quản lý Xây dựng Vincom 7,Công ty Xây dựng Vincom 7,"100,00%","99,92%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Hoạt động kiến trúc và tư vấn kỹ thuật,,,1.0,0.9992,,
62,62,62,Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec,Công ty Vinmec,"100,00%","89,20%","Số 458, Phố Minh Khai, Phường Vĩnh Tuy, Quận hai Bà Trung, TP Hà Nội",Cung cấp các dịch vụ bệnh viện,,,1.0,0.892,,
63,63,63,Công ty TNHH MTV Vinschool,Công ty Vinschool,"100,00%","100,00%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Cung cấp dịch vụ giáo dục,,,1.0,1.0,,
64,64,64,Công ty TNHH Giáo dục và Đào tạo VinAcademy,Công ty VinAcademy,"100,00%","99,92%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Cung cấp dịch vụ giáo dục,,,1.0,0.9992,,
65,65,65,Công ty TNHH Dịch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00%","100,00%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Kinh doanh dịch vụ bảo vệ,,,1.0,1.0,,
66,66,66,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco,Công ty VinEco,"70,00%","70,00%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thải Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,0.7,0.7,,
67,67,67,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco-Tam Đảo,Công ty VinEco Tam Đảo,"89,02%","62,32%","Thôn Cơ Quan, TT Gia Khánh, huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,0.8902,0.6232,,
68,68,68,Công ty TNHH Nông nghiệp Đồng Nai – VinEco,Công ty VinEco Đồng Nai,"77,50%","54,25%","Km13, Quốc Lộ 51, áp Long Khánh 3, Xã Tam Phước, Thành Phố Biên Hòa, Tỉnh Đồng Nai.",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,0.775,0.5425,,
