row_label_raw,row_label_full,STT,Tên đơn vị (*),Thuyết minh,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị ghi số,Số cuối năm > Giá trị hợp lý,Số cuối năm > Tỷ lệ vốn nằm giữ,Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Giá trị,Số đầu năm > Giá trị hợp lý,Số đầu năm > Tỷ lệ vốn nằm giữ,numeric__Tên đơn vị (*),numeric__Thuyết minh,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị ghi số,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Tỷ lệ vốn nằm giữ,numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > Tỷ lệ vốn nằm giữ
25,25,25,Công ty Quản lý BDS Vinhomes,(x) (xvi),(**),31.000.000.000,-,"100,00%",-,-,-,"100,00%",,,,31000000000.0,,1.0,,,,1.0
26,26,26,Công ty VinAcademy,(ix) (x),(**),28.500.000.000,-,"94,00%",-,-,-,-,,,,28500000000.0,,0.94,,,,
27,27,27,Công ty Xây dựng Vincom 7,(ix) (x),(**),17.000.000.000,-,"94,00%",-,-,-,-,,,,17000000000.0,,0.94,,,,
28,28,28,Công ty Vinhomes 2,(x),(**),5.640.000.000,-,"94,00%",-,-,-,"94,00%",,,,5640000000.0,,0.94,,,,0.94
29,29,29,Công ty Xây dựng Vincom 6,(ix) (x)(xxvii),(**),2.100.000.000,-,"94,00%",-,-,-,-,,,,2100000000.0,,0.94,,,,
30,30,30,Công ty Bảo vệ Vincom,,(**),2.000.000.000,-,"100,00%",(**),2.000.000.000,-,"100,00%",,,,2000000000.0,,1.0,,2000000000.0,,1.0
31,31,31,Công ty Vinlandscape,(x) (xxvii),(**),1.789.720.899,-,"100,00%",(**),1.637.634.948,-,"100,00%",,,,1789720899.0,,1.0,,1637634948.0,,1.0
32,32,32,Công ty Marketing VME,(ix) (x)(xxvi),(**),1.100.000.000,-,"94,00%",-,-,-,-,,,,1100000000.0,,0.94,,,,
33,33,33,Công ty Tây Tăng Long,,-,635.000.000,-,"10,00%",(**),635.000.000,-,"10,00%",,,,635000000.0,,0.1,,635000000.0,,0.1
34,34,34,Công ty Hà Thành,(xxvii),(**),100.000.000,-,"100,00%",(**),100.000.000,-,"100,00%",,,,100000000.0,,1.0,,100000000.0,,1.0
35,35,35,Công ty Vinpearl,(xix),-,-,-,-,78.200.000,2.772.738.591.328,-,"19,00%",,,,,,,78200000.0,2772738591328.0,,0.19
36,36,36,Công ty Khánh Gia,(xv),-,-,-,-,29.896.700,783.712.093.800,-,"94,00%",,,,,,,29896700.0,783712093800.0,,0.94
37,37,37,Công ty Siêu thị VinMart,(x) (xv)(xx)(xxvi),-,-,-,-,21.000.000,560.000.000.000,-,"70,00%",,,,,,,21000000.0,560000000000.0,,0.7
38,38,38,Công ty BDS Hồ Tây,(xxi),-,-,-,-,5.250.000,52.500.000.000,-,"70,00%",,,,,,,5250000.0,52500000000.0,,0.7
39,39,39,Công ty M.Y.M,(x) (xxiii),-,-,-,-,1.400.000,14.000.000.000,-,"70,00%",,,,,,,1400000.0,14000000000.0,,0.7
40,40,40,Công ty BDS Viettronics,(xv),-,-,-,-,300.000,4.071.428.572,-,"1,00%",,,,,,,300000.0,4071428572.0,,0.01
41,41,41,Công ty Vincom Office,(x) (xv),-,-,-,-,(**),3.468.529.629,-,"100,00%",,,,,,,,3468529629.0,,1.0
42,42,42,Công ty Xây dựng Vinmart,(xv),-,-,-,-,(**),2.045.000.000,-,"94,00%",,,,,,,,2045000000.0,,0.94
43,43,43,Công ty VinDS,(x) (xxiv),(**),-,-,-,-,-,-,-,,,,,,,,,,
44,44,44,Công ty Xây dựng Vincom 5,(x) (xv),(**),-,-,-,-,-,-,-,,,,,,,,,,
45,45,45,Công ty Xây dựng Vincom 4,(x) (xv),(**),-,-,-,-,-,-,-,,,,,,,,,,
46,46,46,Công ty Ánh Sao,(xxv),(**),-,-,-,-,-,-,-,,,,,,,,,,
,,,,,,34.479.034.583.248,,,,28.244.446.859.212,,,,,,34479034583248.0,,,,28244446859212.0,,
