row_label_raw,row_label_full,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm
-,-,-,145.596.886.833,145596886833.0
12.053.250,12.053.250,12.053.250,120.213.363.203,120213363203.0
199.615.260.788,199.615.260.788,199.615.260.788,55.570.894.844,55570894844.0
38.300.000,38.300.000,38.300.000,35.632.284.069,35632284069.0
-,-,-,16.500.000.000,16500000000.0
34.944.719,34.944.719,34.944.719,2.375.530.691,2375530691.0
-,-,-,3.433.000.375,3433000375.0
-,-,-,1.065.154.464,1065154464.0
1.407.459.445,1.407.459.445,1.407.459.445,9.219.367.955,9219367955.0
-,-,-,21.894.411.174,21894411174.0
-,-,-,176.000.000,176000000.0
-,-,-,,
18.533.934.497,- > 18.533.934.497,18.533.934.497,34.718.966.124,34718966124.0
-,- > -,-,40.287.586.000,40287586000.0
32.158.153.923,32.158.153.923,32.158.153.923,-,
6.098.707.137,6.098.707.137,6.098.707.137,-,
6.488.951.220,6.488.951.220,6.488.951.220,-,
6.644.820.494,6.488.951.220 > 6.644.820.494,6.644.820.494,4.767.532.351,4767532351.0
2.941.634.241,2.941.634.241,2.941.634.241,-,
328.455.910,2.941.634.241 > 328.455.910,328.455.910,282.909.072,282909072.0
277.203.606,277.203.606,277.203.606,,
274.579.879.230,277.203.606 > 274.579.879.230,274.579.879.230,491.733.887.155,491733887155.0
Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,
-,Số cuối năm > -,-,88.659.007.976,88659007976.0
