row_label_raw,row_label_full,STT,Bên nhận đầu tư,Vốn góp của bên nhận đầu tư,Cam kết góp vốn của Công ty,Cam kết góp vốn của Công ty_1,Số vốn thực góp,Số vốn chưa góp,numeric__Bên nhận đầu tư,numeric__Vốn góp của bên nhận đầu tư,numeric__Cam kết góp vốn của Công ty,numeric__Cam kết góp vốn của Công ty_1,numeric__Số vốn thực góp,numeric__Số vốn chưa góp
STT,STT,STT,Bên nhận đầu tư,Vốn góp của bên nhận đầu tư,Số tiền,%,Số tiền,Số tiền,,,,,,
,,,,VND,VND,,VND,VND,,,,,,
1,STT > 1,1,Công ty Tây Tăng Long,300.000.000.000,30.000.000.000,"10,00",635.000.000,29.365.000.000,,300000000000.0,30000000000.0,10.0,635000000.0,29365000000.0
2,STT > 2,2,Công ty Bảo vệ Vincom,50.000.000.000,50.000.000.000,"100,00",2.000.000.000,48.000.000.000,,50000000000.0,50000000000.0,100.0,2000000000.0,48000000000.0
3,STT > 3,3,Công ty Xây dựng Vincom 2,300.000.000.000,282.000.000.000,"94,00",156.100.000.000,125.900.000.000,,300000000000.0,282000000000.0,94.0,156100000000.0,125900000000.0
4,STT > 4,4,Công ty Vinhomes 2,100.000.000.000,94.000.000.000,"94,00",5.640.000.000,88.360.000.000,,100000000000.0,94000000000.0,94.0,5640000000.0,88360000000.0
5,STT > 5,5,Công ty Xây dựng Vincom 3,100.000.000.000,94.000.000.000,"94,00",33.810.000.000,60.190.000.000,,100000000000.0,94000000000.0,94.0,33810000000.0,60190000000.0
6,STT > 6,6,Công ty Quản lý BDS Vinhomes,100.000.000.000,100.000.000.000,"100,00",31.000.000.000,69.000.000.000,,100000000000.0,100000000000.0,100.0,31000000000.0,69000000000.0
7,STT > 7,7,Công ty Xây dựng Vincom 6,50.000.000.000,47.000.000.000,"94,00",2.100.000.000,44.900.000.000,,50000000000.0,47000000000.0,94.0,2100000000.0,44900000000.0
8,STT > 8,8,Công ty Xây dựng Vincom 7,50.000.000.000,47.000.000.000,"94,00",17.000.000.000,30.000.000.000,,50000000000.0,47000000000.0,94.0,17000000000.0,30000000000.0
9,STT > 9,9,Công ty VinAcademy,50.000.000.000,47.000.000.000,"94,00",28.500.000.000,18.500.000.000,,50000000000.0,47000000000.0,94.0,28500000000.0,18500000000.0
10,STT > 10,10,Công ty VinEco,2.000.000.000.000,1.400.000.000.000,"70,00",493.600.000.000,906.400.000.000,,2000000000000.0,1400000000000.0,70.0,493600000000.0,906400000000.0
,,,,3.100.000.000.000,2.191.000.000.000,,770.385.000.000,1.420.615.000.000,,3100000000000.0,2191000000000.0,,770385000000.0,1420615000000.0
