row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Số đầu năm(trình bày lại) > Giá gốc,Số đầu năm(trình bày lại) > Giá trị hợp lý,Số đầu năm(trình bày lại) > Dự phòng,numeric__Thuyết minh,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm(trình bày lại) > Giá gốc,numeric__Số đầu năm(trình bày lại) > Giá trị hợp lý,numeric__Số đầu năm(trình bày lại) > Dự phòng
- Đầu tư vào công ty con (i),- Đầu tư vào công ty con (i),- Đầu tư vào công ty con (i),18.1,34.479.034.583.248,34.479.034.583.248,-,28.244.446.859.212,28.244.446.859.212,-,181.0,34479034583248.0,34479034583248.0,,28244446859212.0,28244446859212.0,
"- Đầu tư vào công ty liên doanh, liên kết","- Đầu tư vào công ty liên doanh, liên kết","- Đầu tư vào công ty liên doanh, liên kết",18.2,1.482.214.318.182,1.482.214.318.182,-,695.681.818.182,695.681.818.182,-,182.0,1482214318182.0,1482214318182.0,,695681818182.0,695681818182.0,
- Đầu tư góp vốn vào đơn vị khác,- Đầu tư góp vốn vào đơn vị khác,- Đầu tư góp vốn vào đơn vị khác,18.3,2.314.290.515.345,2.314.290.515.345,-,564.085.000.000,564.085.000.000,-,183.0,2314290515345.0,2314290515345.0,,564085000000.0,564085000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,38.275.539.416.775,38.275.539.416.775,-,29.504.213.677.394,29.504.213.677.394,-,,38275539416775.0,38275539416775.0,,29504213677394.0,29504213677394.0,
