row_label_raw,row_label_full,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm
12.746.651.745,12.746.651.745,12.746.651.745,-,
9.929.831.439,9.929.831.439,9.929.831.439,-,
500.942.851,500.942.851,500.942.851,-,
6.754.348.053,6.754.348.053,6.754.348.053,-,
810.514.542.712,810.514.542.712,810.514.542.712,,
367.313.879,367.313.879,367.313.879,-,
22.515.571.599,22.515.571.599,22.515.571.599,-,
52.744.877.556,52.744.877.556,52.744.877.556,-,
99.339.874.780,99.339.874.780,99.339.874.780,-,
3.435.844.268,3.435.844.268,3.435.844.268,-,
79.082.440.409,79.082.440.409,79.082.440.409,-,
1.733.000.000.000,1.733.000.000.000,1.733.000.000.000,-,
1.017.023.208,1.017.023.208,1.017.023.208,-,
18.178.161.051,18.178.161.051,18.178.161.051,-,
902.538.096,18.178.161.051 > 902.538.096,902.538.096,1.594.993.423,1594993423.0
30.097.500,30.097.500,30.097.500,-,
4.253.440.795.625,30.097.500 > 4.253.440.795.625,4.253.440.795.625,1.183.044.536.810,1183044536810.0
