row_label_raw,row_label_full,Chỉ tiêu,Theo báo cáo trước đây,Điều chỉnh,Số liệu tính lại,numeric__Theo báo cáo trước đây,numeric__Điều chỉnh,numeric__Số liệu tính lại
Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),10.070.898,(10.000),10.060.898,10070898.0,-10000.0,10060898.0
Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),2.892.550.610,578.510.122,3.471.060.732,2892550610.0,578510122.0,3471060732.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),3.482,,2.899,3482.0,,2899.0
