row_label_raw,row_label_full,col_0,31.12.2024%,31.12.2023%,numeric__31.12.2024%,numeric__31.12.2023%
Trái phiếu Chính phủ bằng VND,Trái phiếu Chính phủ bằng VND,Trái phiếu Chính phủ bằng VND,"1,10 - 8,80","1,10 - 8,80",,
Tín phiếu do NHNN phát hành bằng VND,Trái phiếu Chính phủ bằng VND > Tín phiếu do NHNN phát hành bằng VND,Tín phiếu do NHNN phát hành bằng VND,"4,00",Không áp dụng,4.0,
Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành bằng VND,Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành bằng VND,Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành bằng VND,"5,10 - 6,28","4,20 - 10,00",,
Trái phiếu do các TCKT trong nước phát hành bằng VND,Trái phiếu do các TCKT trong nước phát hành bằng VND,Trái phiếu do các TCKT trong nước phát hành bằng VND,"8,90 - 13,10","8,90 - 14,00",,
