row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu từ nghiệp vụ mua hấn bộ chứng từ miễn truy đổi,Thu nhập từ hoạt động khác > Thu từ nghiệp vụ mua hấn bộ chứng từ miễn truy đổi,Thu từ nghiệp vụ mua hấn bộ chứng từ miễn truy đổi,353.290,-,353290.0,
Thu từ nợ đã xử lý rủi ro,Thu nhập từ hoạt động khác > Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,276.551,270.198,276551.0,270198.0
Các khoản thanh toán dự nhận từ khách hàng,Thu nhập từ hoạt động khác > Các khoản thanh toán dự nhận từ khách hàng,Các khoản thanh toán dự nhận từ khách hàng,52.071,131.225,52071.0,131225.0
Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,Thu nhập từ hoạt động khác > Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,38.012,14.171,38012.0,14171.0
Thu lãi trả chậm từ thanh lý tài sản,Thu nhập từ hoạt động khác > Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,21.519,32.270,21519.0,32270.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,128.419,93.780,128419.0,93780.0
,,,869.862,541.644,869862.0,541644.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,Chi phí hoạt động khác > Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,(27.915),(4.326),-27915.0,-4326.0
Chi tài trợ khác,Chi phí hoạt động khác > Chi tài trợ khác,Chi tài trợ khác,(95.308),(227.289),-95308.0,-227289.0
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(40.768),(50.876),-40768.0,-50876.0
,,,(163.991),(282.491),-163991.0,-282491.0
Lãi thuần từ hoạt động kinh doanh khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động kinh doanh khác,Lãi thuần từ hoạt động kinh doanh khác,705.871,259.153,705871.0,259153.0
