row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2024,Miền Bắc > Tại ngày 31 tháng 12 năm 2024,Miền Trung > Tại ngày 31 tháng 12 năm 2024,Miền Nam > Tại ngày 31 tháng 12 năm 2024,Nước ngoài > Tại ngày 31 tháng 12 năm 2024,Đơn vị: Triệu đồng > Loại trừ > Tại ngày 31 tháng 12 năm 2024,Đơn vị: Triệu đồng > Tổng cộng > Tại ngày 31 tháng 12 năm 2024,numeric__Miền Bắc > Tại ngày 31 tháng 12 năm 2024,numeric__Miền Trung > Tại ngày 31 tháng 12 năm 2024,numeric__Miền Nam > Tại ngày 31 tháng 12 năm 2024,numeric__Nước ngoài > Tại ngày 31 tháng 12 năm 2024,numeric__Đơn vị: Triệu đồng > Loại trừ > Tại ngày 31 tháng 12 năm 2024,numeric__Đơn vị: Triệu đồng > Tổng cộng > Tại ngày 31 tháng 12 năm 2024
Tài sản,Tài sản,Tài sản,162.347.376,51.381.556,508.837.446,1.126,(25.201.046),697.366.458,162347376.0,51381556.0,508837446.0,1126.0,-25201046.0,697366458.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,156.259.796,50.203.590,459.443.687,3.170,(25.201.046),640.709.197,156259796.0,50203590.0,459443687.0,3170.0,-25201046.0,640709197.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,,,,,,
Lợi nhuận trước thuế,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,6.087.580,1.177.966,9.466.492,(2.043),-,16.729.995,6087580.0,1177966.0,9466492.0,-2043.0,,16729995.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,,,,,,
Tài sản,Tại ngày 31 tháng 12 năm 2023 > Tài sản,Tài sản,143.385.242,45.216.619,452.419.490,799,(38.707.291),602.314.859,143385242.0,45216619.0,452419490.0,799.0,-38707291.0,602314859.0
Nợ phải trả,Tại ngày 31 tháng 12 năm 2023 > Nợ phải trả,Nợ phải trả,136.918.112,43.491.088,414.209.987,2.641,(38.707.291),555.914.537,136918112.0,43491088.0,414209987.0,2641.0,-38707291.0,555914537.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,,,,,,
Lợi nhuận trước thuế,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,6.467.131,1.725.531,4.825.911,(1.841),-,13.016.732,6467131.0,1725531.0,4825911.0,-1841.0,,13016732.0
