row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Phải thu từ nghiệp vụ mua hằng miễn truy đổi bộ chứng từ do Ngân hàng phát hành (i),Phải thu từ nghiệp vụ mua hằng miễn truy đổi bộ chứng từ do Ngân hàng phát hành (i),Phải thu từ nghiệp vụ mua hằng miễn truy đổi bộ chứng từ do Ngân hàng phát hành (i),33.641.885,-,33641885.0,
Phải thu từ nghiệp vụ mua hằng miễn truy đổi bộ chứng từ do TCTD khác phát hành (ii),Phải thu từ nghiệp vụ mua hằng miễn truy đổi bộ chứng từ do TCTD khác phát hành (ii),Phải thu từ nghiệp vụ mua hằng miễn truy đổi bộ chứng từ do TCTD khác phát hành (ii),3.610.437,-,3610437.0,
Phải thu tổ chức thể,Phải thu tổ chức thể,Phải thu tổ chức thể,5.652.930,5.232.530,5652930.0,5232530.0
"Xây dựng cơ bản, mua sắm TSCĐ (iii)","Xây dựng cơ bản, mua sắm TSCĐ (iii)","Xây dựng cơ bản, mua sắm TSCĐ (iii)",2.400.710,2.369.330,2400710.0,2369330.0
"Tạm ứng cho khoản tiền gửi, tiết kiệm lãi trả trước (iv)","Tạm ứng cho khoản tiền gửi, tiết kiệm lãi trả trước (iv)","Tạm ứng cho khoản tiền gửi, tiết kiệm lãi trả trước (iv)",1.981.418,897.326,1981418.0,897326.0
Phải thu từ thanh lý TSCĐ (v),Phải thu từ thanh lý TSCĐ (v),Phải thu từ thanh lý TSCĐ (v),205.000,410.000,205000.0,410000.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,147.382,34.594,147382.0,34594.0
"Ký quỹ thuê văn phòng và công cụ, dụng cụ","Ký quỹ thuê văn phòng và công cụ, dụng cụ","Ký quỹ thuê văn phòng và công cụ, dụng cụ",104.716,90.135,104716.0,90135.0
Tạm ứng chỉ phí xử lý tài sản đảm bảo,Tạm ứng chỉ phí xử lý tài sản đảm bảo,Tạm ứng chỉ phí xử lý tài sản đảm bảo,93.442,65.892,93442.0,65892.0
Phải thu hoa hồng đại lý,Phải thu hoa hồng đại lý,Phải thu hoa hồng đại lý,61.440,74.449,61440.0,74449.0
Phải thu từ UPAS L/C (vi),Phải thu từ UPAS L/C (vi),Phải thu từ UPAS L/C (vi),-,25.621.589,,25621589.0
Phải thu từ L/C trả chậm (vii),Phải thu từ L/C trả chậm (vii),Phải thu từ L/C trả chậm (vii),-,12.230.410,,12230410.0
Đặt cọc mua chứng chỉ tiền gửi,Đặt cọc mua chứng chỉ tiền gửi,Đặt cọc mua chứng chỉ tiền gửi,-,1.000.000,,1000000.0
Phải thu từ bán chứng khoán vốn,Phải thu từ bán chứng khoán vốn,Phải thu từ bán chứng khoán vốn,-,351.646,,351646.0
Khác,Khác,Khác,416.913,565.032,416913.0,565032.0
,,,48.316.273,48.942.933,48316273.0,48942933.0
