row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác Triệu đồng,Cho vay khách hàng Triệu đồng,Công cụ tài chính phái sinh (*) Triệu đồng,Kinh doanh và đầu tư chứng khoán Triệu đồng,"Góp vốn, đầu tư dài hạn Triệu đồng",Tiền gửi và vay các TCTD khác Triệu đồng,Tiền gửi của khách hàng Triệu đồng,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro Triệu đồng",Phát hành giấy tờ có giá Triệu đồng,Các cam kết tín dụng Triệu đồng,numeric__Tiền gửi và cho vay các TCTD khác Triệu đồng,numeric__Cho vay khách hàng Triệu đồng,numeric__Công cụ tài chính phái sinh (*) Triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán Triệu đồng,"numeric__Góp vốn, đầu tư dài hạn Triệu đồng",numeric__Tiền gửi và vay các TCTD khác Triệu đồng,numeric__Tiền gửi của khách hàng Triệu đồng,"numeric__Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro Triệu đồng",numeric__Phát hành giấy tờ có giá Triệu đồng,numeric__Các cam kết tín dụng Triệu đồng
31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31.12.2024,31122024.0,31122024.0,31122024.0,31122024.0,31122024.0,31122024.0,31122024.0,31122024.0,31122024.0,31122024.0
Trong nước,Trong nước,Trong nước,91.836.193,442.484.841,90.784.289,70.799.909,876.285,80.007.179,437.505.165,2.788.443,73.091.856,72.629.582,91836193.0,442484841.0,90784289.0,70799909.0,876285.0,80007179.0,437505165.0,2788443.0,73091856.0,72629582.0
Nước ngoài,Nước ngoài,Nước ngoài,9.764.061,-,4.705.081,-,-,19.453.400,-,-,8.257.888,-,9764061.0,,4705081.0,,,19453400.0,,,8257888.0,
,,,101.600.254,442.484.841,95.489.370,70.799.909,876.285,99.460.579,437.505.165,2.788.443,81.349.744,72.629.582,101600254.0,442484841.0,95489370.0,70799909.0,876285.0,99460579.0,437505165.0,2788443.0,81349744.0,72629582.0
31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31.12.2023,31122023.0,31122023.0,31122023.0,31122023.0,31122023.0,31122023.0,31122023.0,31122023.0,31122023.0,31122023.0
Trong nước,Trong nước,Trong nước,85.808.706,343.404.295,117.475.318,62.757.493,163.921,83.695.336,370.777.888,2.811.129,43.058.944,19.177.169,85808706.0,343404295.0,117475318.0,62757493.0,163921.0,83695336.0,370777888.0,2811129.0,43058944.0,19177169.0
Nước ngoài,Nước ngoài,Nước ngoài,10.706.157,-,3.186.812,-,-,28.391.642,-,-,7.879.204,-,10706157.0,,3186812.0,,,28391642.0,,,7879204.0,
,,,96.514.863,343.404.295,120.662.130,62.757.493,163.921,112.086.978,370.777.888,2.811.129,50.938.148,19.177.169,96514863.0,343404295.0,120662130.0,62757493.0,163921.0,112086978.0,370777888.0,2811129.0,50938148.0,19177169.0
