row_label_raw,row_label_full,Quá hạn,Không chịu lãi suất,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ trên 3 đến 6 tháng,Từ trên 6 đến 12 tháng,Từ trên 1 đến 5 năm,Đơn vị: Triệu đồng > Trên 5 năm,Đơn vị: Triệu đồng > Tổng cộng,numeric__Không chịu lãi suất,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ trên 3 đến 6 tháng,numeric__Từ trên 6 đến 12 tháng,numeric__Từ trên 1 đến 5 năm,numeric__Đơn vị: Triệu đồng > Trên 5 năm,numeric__Đơn vị: Triệu đồng > Tổng cộng
,,,2.810.044,,,,,,,2.810.044,2810044.0,,,,,,,2810044.0
,,,41.481.638,,,,,,,41.481.638,41481638.0,,,,,,,41481638.0
,,,,87.159.872,1.177.700,549.266,7.628.025,,,96.514.863,,87159872.0,1177700.0,549266.0,7628025.0,,,96514863.0
,,,,,4.403.015,1.630.697,12.547.220,,,18.580.932,,,4403015.0,1630697.0,12547220.0,,,18580932.0
,,,108.709,(230),,,,1.600,,110.079,108709.0,-230.0,,,,1600.0,,110079.0
24.165.370,24.165.370,24.165.370,,87.635.553,143.908.077,41.622.010,37.514.236,8.474.173,84.876,343.404.295,,87635553.0,143908077.0,41622010.0,37514236.0,8474173.0,84876.0,343404295.0
2.529.995,2.529.995,2.529.995,285.222,1.971.988,12.507.955,1.567.407,4.386.854,5.485.867,15.441.273,44.176.561,285222.0,1971988.0,12507955.0,1567407.0,4386854.0,5485867.0,15441273.0,44176561.0
,,,163.921,,,,,,,163.921,163921.0,,,,,,,163921.0
,,,1.422.759,,,,,,,1.422.759,1422759.0,,,,,,,1422759.0
46.799,46.799,46.799,19.546.358,3.139.526,5.853.740,11.757.812,17.305.922,205.000,,57.855.157,19546358.0,3139526.0,5853740.0,11757812.0,17305922.0,205000.0,,57855157.0
26.742.164,26.742.164,26.742.164,65.818.651,179.906.709,167.850.487,57.127.192,79.382.257,14.166.640,15.526.149,606.520.249,65818651.0,179906709.0,167850487.0,57127192.0,79382257.0,14166640.0,15526149.0,606520249.0
,,,,3.273,18.917,337,674,3.389,,26.590,,3273.0,18917.0,337.0,674.0,3389.0,,26590.0
,,,,66.975.916,14.401.579,16.380.569,13.789.580,539.334,,112.086.978,,66975916.0,14401579.0,16380569.0,13789580.0,539334.0,,112086978.0
,,,238.108,93.361.407,70.863.590,141.772.128,56.090.367,8.452.287,,370.777.888,238108.0,93361407.0,70863590.0,141772128.0,56090367.0,8452287.0,,370777888.0
,,,,,2.753.542,,,102,57.485,2.811.129,,,2753542.0,,,102.0,57485.0,2811129.0
,,,,4.539.929,9.819.927,16.404.577,3.248.684,16.925.031,,50.938.148,,4539929.0,9819927.0,16404577.0,3248684.0,16925031.0,,50938148.0
,,,19.273.804,,,,,,,19.273.804,19273804.0,,,,,,,19273804.0
,,,19.511.912,164.880.525,97.857.555,174.557.611,73.129.305,25.920.143,57.486,555.914.537,19511912.0,164880525.0,97857555.0,174557611.0,73129305.0,25920143.0,57486.0,555914537.0
26.742.164,26.742.164,26.742.164,46.306.739,15.026.184,69.992.932,(117.430.419),6.252.952,(11.753.503),15.468.663,50.605.712,46306739.0,15026184.0,69992932.0,-117430419.0,6252952.0,-11753503.0,15468663.0,50605712.0
