row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Tải sản Có khác,Công ty liên kết (i) > Tải sản Có khác,Tải sản Có khác,28.504,-,28504.0,
- Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Công ty liên kết (i) > - Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,- Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,10.024,-,10024.0,
- Các khoản phải thu khác,Công ty liên kết (i) > - Các khoản phải thu khác,- Các khoản phải thu khác,18.480,-,18480.0,
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này",,
Tiền gửi của khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > Tiền gửi của khách hàng",Tiền gửi của khách hàng,1.324.915,2.441.685,1324915.0,2441685.0
- Tiền gửi thanh toán,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > - Tiền gửi thanh toán",- Tiền gửi thanh toán,281.187,1.158.828,281187.0,1158828.0
- Tiền gửi có kỳ hạn,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > - Tiền gửi có kỳ hạn",- Tiền gửi có kỳ hạn,445.000,845.458,445000.0,845458.0
- Tiền gửi tiết kiệm,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > - Tiền gửi tiết kiệm",- Tiền gửi tiết kiệm,598.728,437.335,598728.0,437335.0
- Tiền gửi ký quỹ,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > - Tiền gửi ký quỹ",- Tiền gửi ký quỹ,-,64,,64.0
Cho vay khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > Cho vay khách hàng",Cho vay khách hàng,227.144,567.744,227144.0,567744.0
Tài sản Có khác,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > Tài sản Có khác",Tài sản Có khác,1.243,122.796,1243.0,122796.0
- Dự thu lãi cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > - Dự thu lãi cho vay",- Dự thu lãi cho vay,1.243,1.792,1243.0,1792.0
- Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i),"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc và các bên liên quan đến các cá nhân này > - Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i)",- Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i),-,121.004,,121004.0
