row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Các khoản phải trả nội bộ cho nhân viên,Các khoản phải trả nội bộ cho nhân viên,Các khoản phải trả nội bộ cho nhân viên,1.012.394,238.604,1012394.0,238604.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Phải trả giao dịch chuyển tiền nhanh qua thể,Các khoản phải trả cho bên ngoài > - Phải trả giao dịch chuyển tiền nhanh qua thể,- Phải trả giao dịch chuyển tiền nhanh qua thể,4.677.439,4.188.693,4677439.0,4188693.0
- Tiền giữ hộ và chờ thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và chờ thanh toán,- Tiền giữ hộ và chờ thanh toán,1.662.059,488.371,1662059.0,488371.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),1.074.508,1.928.845,1074508.0,1928845.0
- Các khoản chi phí phải trả,Các khoản phải trả cho bên ngoài > - Các khoản chi phí phải trả,- Các khoản chi phí phải trả,236.401,191.299,236401.0,191299.0
- Phải trả cho đại lý,Các khoản phải trả cho bên ngoài > - Phải trả cho đại lý,- Phải trả cho đại lý,61.121,195.043,61121.0,195043.0
- Các khoản phải trả khác,Các khoản phải trả cho bên ngoài > - Các khoản phải trả khác,- Các khoản phải trả khác,687.059,431.057,687059.0,431057.0
Doanh thu chờ phân bổ,Các khoản phải trả cho bên ngoài > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,2.100.473,1.223.782,2100473.0,1223782.0
"Quỹ khen thưởng, phúc lợi","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",46.763,41.611,46763.0,41611.0
,,,11.558.217,8.927.305,11558217.0,8927305.0
