row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thể (*)Triệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thể (*)Triệu đồng,numeric__Tổng cộngTriệu đồng
Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,1.970.361,1.131.211,3.101.572,1970361.0,1131211.0,3101572.0
Trích lập trong năm (Thuyết minh 30),Trích lập trong năm (Thuyết minh 30),Trích lập trong năm (Thuyết minh 30),592.855,3.674.896,4.267.751,592855.0,3674896.0,4267751.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(3.314.866),(3.314.866),,-3314866.0,-3314866.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,2.563.216,1.491.241,4.054.457,2563216.0,1491241.0,4054457.0
Trích lập trong năm - cho vay khách hàng(Thuyết minh 30),Trích lập trong năm - cho vay khách hàng(Thuyết minh 30),Trích lập trong năm - cho vay khách hàng(Thuyết minh 30),653.657,4.583.936,5.237.593,653657.0,4583936.0,5237593.0
Trích lập trong năm - nghiệp vụ phát hành L/Ctrả chậm phát sinh trước ngày 1.7.2024(Thuyết minh 30),Trích lập trong năm - nghiệp vụ phát hành L/Ctrả chậm phát sinh trước ngày 1.7.2024(Thuyết minh 30),Trích lập trong năm - nghiệp vụ phát hành L/Ctrả chậm phát sinh trước ngày 1.7.2024(Thuyết minh 30),83.841,-,83.841,83841.0,,83841.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(3.497.287),(3.497.287),,-3497287.0,-3497287.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,3.300.714,2.577.890,5.878.604,3300714.0,2577890.0,5878604.0
