row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất:,Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất:,Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất:,Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất:,Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất:,,
Tiền gửi và cho vay các TCTD khác,Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất: > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,101.600.254,96.514.863,101600254.0,96514863.0
Chứng khoán kinh doanh (Thuyết minh 6.4),Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất: > Chứng khoán kinh doanh (Thuyết minh 6.4),Chứng khoán kinh doanh (Thuyết minh 6.4),21.176.948,18.580.932,21176948.0,18580932.0
Các công cụ tài chính phải sinh và tài sản tài chính khác,Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất: > Các công cụ tài chính phải sinh và tài sản tài chính khác,Các công cụ tài chính phải sinh và tài sản tài chính khác,-,110.079,,110079.0
Cho vay khách hàng (Thuyết minh 8.3),Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất: > Cho vay khách hàng (Thuyết minh 8.3),Cho vay khách hàng (Thuyết minh 8.3),442.484.841,343.404.295,442484841.0,343404295.0
Chứng khoán đầu tư (Thuyết minh 9.5),Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất: > Chứng khoán đầu tư (Thuyết minh 9.5),Chứng khoán đầu tư (Thuyết minh 9.5),13.196.768,26.564.970,13196768.0,26564970.0
Các tài sản tài chính khác (Thuyết minh 12.4),Mức rủi ro tin dụng của các tài khoản thuộc báo cáo tinh hình tài chính hợp nhất: > Các tài sản tài chính khác (Thuyết minh 12.4),Các tài sản tài chính khác (Thuyết minh 12.4),50.861.071,52.546.920,50861071.0,52546920.0
,,,629.319.882,537.722.059,629319882.0,537722059.0
Mức rủi ro tin dụng của các khoản mục ngoại bảng:,Mức rủi ro tin dụng của các khoản mục ngoại bảng:,Mức rủi ro tin dụng của các khoản mục ngoại bảng:,Mức rủi ro tin dụng của các khoản mục ngoại bảng:,Mức rủi ro tin dụng của các khoản mục ngoại bảng:,,
Các hợp đồng bảo lãnh tài chính,Mức rủi ro tin dụng của các khoản mục ngoại bảng: > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,25.982.552,16.533.696,25982552.0,16533696.0
Các cam kết trong nghiệp vụ L/C,Mức rủi ro tin dụng của các khoản mục ngoại bảng: > Các cam kết trong nghiệp vụ L/C,Các cam kết trong nghiệp vụ L/C,46.647.030,2.643.473,46647030.0,2643473.0
,,,72.629.582,19.177.169,72629582.0,19177169.0
,,,701.949.464,556.899.228,701949464.0,556899228.0
