row_label_raw,row_label_full,col_0,31.12.2024Cổ phiếuphỏ thông,31.12.2023Cổ phiếuphỏ thông,numeric__31.12.2024Cổ phiếuphỏ thông,numeric__31.12.2023Cổ phiếuphỏ thông
Số lượng cổ phiếu đăng ký,Số lượng cổ phiếu đăng ký,Số lượng cổ phiếu đăng ký,3.510.142.254,2.907.632.132,3510142254.0,2907632132.0
Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,3.510.142.254,2.907.632.132,3510142254.0,2907632132.0
Số lượng cổ phiếu đã mua lại,Số lượng cổ phiếu đã mua lại,Số lượng cổ phiếu đã mua lại,(15.081.522),(15.081.522),-15081522.0,-15081522.0
Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,3.495.060.732,2.892.550.610,3495060732.0,2892550610.0
