row_label_raw,row_label_full,col_0,31.12.2024%,31.12.2023%,numeric__31.12.2024%,numeric__31.12.2023%
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"3,80 - 7,50","0,70 - 4,50",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"4,40 - 5,00","5,00 - 5,50",,
Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng VND,Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng VND,Cho vay tái tài trợ về nghiệp vụ UPAS L/C bằng VND,"7,80 - 10,00","7,80 - 9,68",,
Cho vay TCTD khác bằng VND,Cho vay TCTD khác bằng VND,Cho vay TCTD khác bằng VND,"4,25 - 6,00",Không áp dụng,,
