row_label_raw,row_label_full,col_0,2015,2015_1,2014,2014_1,numeric__2015,numeric__2015_1,numeric__2014,numeric__2014_1
,,,%,Triệu VND,%,Triệu VND,,,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,"100,0%",3.226.729,"100,0%",2.739.731,1.0,3226729.0,1.0,2739731.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"22,0%",709.880,"22,0%",602.741,0.22,709880.0,0.22,602741.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"(10,6%)",(341.610),"(5,7%)",(156.466),,-341610.0,,-156466.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"(0,1%)",4.164,"5,5%",149.703,,4164.0,0.055,149703.0
Chỉ phí không được khấu trừ thuế Ảnh hưởng của kết quả thuần từ các công ty liên kết,Chỉ phí không được khấu trừ thuế Ảnh hưởng của kết quả thuần từ các công ty liên kết,Chỉ phí không được khấu trừ thuế Ảnh hưởng của kết quả thuần từ các công ty liên kết,"4,0%",130.121,"0,2%",5.233,0.04,130121.0,0.002,5233.0
Chỉ phí không được khấu trừ thuế Ảnh hưởng của kết quả thuần từ các công ty liên kết,Chỉ phí không được khấu trừ thuế Ảnh hưởng của kết quả thuần từ các công ty liên kết,Chỉ phí không được khấu trừ thuế Ảnh hưởng của kết quả thuần từ các công ty liên kết,"(3,4%)",(109.784),"0,4%",11.673,,-109784.0,0.004,11673.0
Biến động chênh lệch tạm thời Tài sản thuế hoãn lại chưa được ghi nhận,Biến động chênh lệch tạm thời Tài sản thuế hoãn lại chưa được ghi nhận,Biến động chênh lệch tạm thời Tài sản thuế hoãn lại chưa được ghi nhận,"(0,3%)",(10.268),-,-,,-10268.0,,
Biến động chênh lệch tạm thời Tài sản thuế hoãn lại chưa được ghi nhận,Biến động chênh lệch tạm thời Tài sản thuế hoãn lại chưa được ghi nhận,Biến động chênh lệch tạm thời Tài sản thuế hoãn lại chưa được ghi nhận,"11,9%",385.550,"5,4%",148.612,0.11900000000000001,385550.0,0.054000000000000006,148612.0
Dự phòng thừa trong năm trước Ảnh hưởng của thay đổi thuế suất,Dự phòng thừa trong năm trước Ảnh hưởng của thay đổi thuế suất,Dự phòng thừa trong năm trước Ảnh hưởng của thay đổi thuế suất,"(0,4%)",(14.151),"(0,4%)",(11.671),,-14151.0,,-11671.0
Dự phòng thừa trong năm trước Ảnh hưởng của thay đổi thuế suất,Dự phòng thừa trong năm trước Ảnh hưởng của thay đổi thuế suất,Dự phòng thừa trong năm trước Ảnh hưởng của thay đổi thuế suất,"1,0%",32.619,"(0,5%)",(13.508),0.01,32619.0,,-13508.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,"(2,7%)",(87.042),"(1,2%)",(33.628),,-87042.0,,-33628.0
,,,"21,7%",699.479,"25,7%",702.689,0.217,699479.0,0.257,702689.0
