row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2015Triệu VND > 78.677,Tăng từhợp nhấtkinh doanhTriệu VND > 612,Số đãSố phải nộp nộp/hoàn tràtrong nămTriệu VND > 2.849.487,Cán trừTriệu VND > (584.985),31/12/2015Triệu VND > (2.227.194),numeric__1/1/2015Triệu VND > 78.677,numeric__Tăng từhợp nhấtkinh doanhTriệu VND > 612,numeric__Số đãSố phải nộp nộp/hoàn tràtrong nămTriệu VND > 2.849.487,numeric__Cán trừTriệu VND > (584.985),numeric__31/12/2015Triệu VND > (2.227.194)
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,27.451,-,299.911,(264.406),-,27451.0,,299911.0,-264406.0,
Thuế xuất nhập khẩuphải trả,Thuế xuất nhập khẩuphải trả,Thuế xuất nhập khẩuphải trả,7.457,-,169.600,(177.057),-,7457.0,,169600.0,-177057.0,
Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,736.476,42.599,817.534,(1.306.820),(2.106),736476.0,42599.0,817534.0,-1306820.0,-2106.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,32.669,3.983,137.479,(141.779),(670),32669.0,3983.0,137479.0,-141779.0,-670.0
Thuế nhà thầu nướcngoài và các loại thuếkhác phải trả,Thuế nhà thầu nướcngoài và các loại thuếkhác phải trả,Thuế nhà thầu nướcngoài và các loại thuếkhác phải trả,79.820,583,223.735,(298.524),-,79820.0,583.0,223735.0,-298524.0,
,,,962.550,47.777,4.497.746,(2.773.571),(2.229.970),962550.0,47777.0,4497746.0,-2773571.0,-2229970.0
