row_label_raw,row_label_full,col_0,1/1/2015 > Giá trị ghi số Triệu VND,1/1/2015 > Số trong khả năng trả nợ Triệu VND,1/1/2015 > Hợp nhất kinh doanh (Thuyết minh 6)Triệu VND,Biến động trong năm > TăngTriệu VND,Biến động trong năm > Khoản thanh toánTriệu VND,Biến động trong năm > Lỗ chênh lệch tỷ giá chưa thực hiệnTriệu VND,Biến động trong năm > Phân loại lại từ các khoản vay dài hạnTriệu VND,31/12/2015 > Giá trị ghi sốTriệu VND,31/12/2015 > Số trong khả năng trả nợTriệu VND,numeric__1/1/2015 > Giá trị ghi số Triệu VND,numeric__1/1/2015 > Số trong khả năng trả nợ Triệu VND,numeric__1/1/2015 > Hợp nhất kinh doanh (Thuyết minh 6)Triệu VND,numeric__Biến động trong năm > TăngTriệu VND,numeric__Biến động trong năm > Khoản thanh toánTriệu VND,numeric__Biến động trong năm > Lỗ chênh lệch tỷ giá chưa thực hiệnTriệu VND,numeric__Biến động trong năm > Phân loại lại từ các khoản vay dài hạnTriệu VND,numeric__31/12/2015 > Giá trị ghi sốTriệu VND,numeric__31/12/2015 > Số trong khả năng trả nợTriệu VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,5.329.971,5.329.971,682.900,16.938.456,(17.670.466),21.629,-,5.302.490,5.302.490,5329971.0,5329971.0,682900.0,16938456.0,-17670466.0,21629.0,,5302490.0,5302490.0
Vay dài hạn đến hạn trả (b)(i),Vay dài hạn đến hạn trả (b)(i),Vay dài hạn đến hạn trả (b)(i),712.307,712.307,-,-,(142.123),-,2.493.951,3.064.135,3.064.135,712307.0,712307.0,,,-142123.0,,2493951.0,3064135.0,3064135.0
,,,6.042.278,6.042.278,682.900,16.938.456,(17.812.589),21.629,2.493.951,8.366.625,8.366.625,6042278.0,6042278.0,682900.0,16938456.0,-17812589.0,21629.0,2493951.0,8366625.0,8366625.0
