row_label_raw,row_label_full,col_0,Tập đoànTăng/(giảm) lợi nhuận trước thuế tại ngày1/1/2015Triệu VND,Công tyGiảm lợi nhuận trước thuế tại ngày1/1/2015Triệu VND,numeric__Tập đoànTăng/(giảm) lợi nhuận trước thuế tại ngày1/1/2015Triệu VND,numeric__Công tyGiảm lợi nhuận trước thuế tại ngày1/1/2015Triệu VND
USD (1% tăng lên so với VND),USD (1% tăng lên so với VND),USD (1% tăng lên so với VND),(44.077),(288),-44077.0,-288.0
EUR (11% giảm đi so với VND),EUR (11% giảm đi so với VND),EUR (11% giảm đi so với VND),7.985,-,7985.0,
AUD (8% giảm đi so với VND),AUD (8% giảm đi so với VND),AUD (8% giảm đi so với VND),1.660,-,1660.0,
SGD (2% giảm đi so với VND),SGD (2% giảm đi so với VND),SGD (2% giảm đi so với VND),44,-,44.0,
THB (1% tăng lên so với VND),THB (1% tăng lên so với VND),THB (1% tăng lên so với VND),(21),-,-21.0,
CNY (2% giảm đi so với VND),CNY (2% giảm đi so với VND),CNY (2% giảm đi so với VND),133,-,133.0,
