row_label_raw,row_label_full,col_0,Số cuối năm > Thời gianquá hạn,Số cuối năm > Giá gốc,Số cuối năm > Giá trị cóthể thu hồi,Số đầu năm > Thời gianquá hạn,Số đầu năm > Giá gốc,Số đầu năm > Giá trị cóthể thu hồi,numeric__Số cuối năm > Thời gianquá hạn,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị cóthể thu hồi,numeric__Số đầu năm > Thời gianquá hạn,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị cóthể thu hồi
Các bên liênquan,Các bên liênquan,Các bên liênquan,,2.588.368.000,2.588.368.000,,1.975.869.000,1.975.869.000,,2588368000.0,2588368000.0,,1975869000.0,1975869000.0
Tổng Công tyĐầu tư và Pháttriển Công nghiệp- TNHH MTV,Tổng Công tyĐầu tư và Pháttriển Công nghiệp- TNHH MTV,Tổng Công tyĐầu tư và Pháttriển Công nghiệp- TNHH MTV,,,,,,,,,,,,
Phải thu tiền bánbắt động sản,Tổng Công tyĐầu tư và Pháttriển Công nghiệp- TNHH MTV > Phải thu tiền bánbắt động sản,Phải thu tiền bánbắt động sản,Dưới 06 tháng,2.588.368.000,2.588.368.000,Dưới 06 tháng,1.975.869.000,1.975.869.000,,2588368000.0,2588368000.0,,1975869000.0,1975869000.0
Các tổ chức và cãnhân khác,Tổng Công tyĐầu tư và Pháttriển Công nghiệp- TNHH MTV > Các tổ chức và cãnhân khác,Các tổ chức và cãnhân khác,,421.604.630.738,421.604.630.738,,478.905.215.631,478.905.215.631,,421604630738.0,421604630738.0,,478905215631.0,478905215631.0
Công ty Cổ phầnDịch vụ Thươngmại và Xây dựngĐịa ốc Kim Oanh,Công ty Cổ phầnDịch vụ Thươngmại và Xây dựngĐịa ốc Kim Oanh,Công ty Cổ phầnDịch vụ Thươngmại và Xây dựngĐịa ốc Kim Oanh,,,,,,,,,,,,
