row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,2.036.791.525.991,701.767.034.129,,1.0,,2036791525991.0,701767034129.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,66.236.513.699,15.613.857.248,,2.0,,66236513699.0,15613857248.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,1.970.555.012.292,686.153.176.881,,10.0,,1970555012292.0,686153176881.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,1.614.902.270.238,413.046.994.118,,11.0,,1614902270238.0,413046994118.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,355.652.742.054,273.106.182.763,,20.0,,355652742054.0,273106182763.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,3.331.576.321,3.120.304.388,,21.0,,3331576321.0,3120304388.0
7.,7.,7.,Chi phí tài chính,22,VI.5,116.193.940.262,84.157.569.660,,22.0,,116193940262.0,84157569660.0
8.,8.,8.,Trong đó: chi phí lãi vay,23,,77.628.899.984,71.090.537.415,,23.0,,77628899984.0,71090537415.0
9.,9.,9.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,V.2c,,,,24.0,,,
10.,10.,10.,Chi phí bán hàng,25,VI.6,37.061.467.260,37.250.636.270,,25.0,,37061467260.0,37250636270.0
11.,11.,11.,Chi phí quản lý doanh nghiệp,26,VI.7,48.050.855.127,23.648.143.477,,26.0,,48050855127.0,23648143477.0
12.,12.,12.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,157.678.055.726,131.170.137.744,,30.0,,157678055726.0,131170137744.0
13.,13.,13.,Thu nhập khác,31,VI.8,4.571.612.144,16.821.673.019,,31.0,,4571612144.0,16821673019.0
14.,14.,14.,Chi phí khác,32,VI.9,1.753.892.974,248.905.896,,32.0,,1753892974.0,248905896.0
15.,15.,15.,Lợi nhuận khác,40,,2.817.719.170,16.572.767.123,,40.0,,2817719170.0,16572767123.0
16.,16.,16.,Tổng lợi nhuận kế toán trước thuế,50,,160.495.774.896,147.742.904.867,,50.0,,160495774896.0,147742904867.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.18,32.513.522.479,25.721.765.732,,51.0,,32513522479.0,25721765732.0
18.,18.,18.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,,,,52.0,,,
19.,19.,19.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,127.982.252.417,122.021.139.135,,60.0,,127982252417.0,122021139135.0
20.,20.,20.,Lợi nhuận sau thuế của công ty mẹ,61,,127.982.252.417,122.021.139.135,,61.0,,127982252417.0,122021139135.0
21.,21.,21.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,,,,62.0,,,
22.,22.,22.,Lãi cơ bản trên cổ phiếu,70,VI.10,434,418,,70.0,,434.0,418.0
,,,Lãi suy giảm trên cổ phiếu,71,VI.10,434,418,,71.0,,434.0,418.0
