row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,2.968.261.599.211,2.958.255.214.705,,400.0,,2968261599211.0,2958255214705.0
L,L,L,Vốn chủ sở hữu,410,,2.968.261.599.211,2.958.255.214.705,,410.0,,2968261599211.0,2958255214705.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,V.25,2.741.945.250.000,2.741.945.250.000,,411.0,,2741945250000.0,2741945250000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.741.945.250.000,2.741.945.250.000,,,,2741945250000.0,2741945250000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thăng dư vốn cổ phần,412,,10.420.226.000,10.420.226.000,,412.0,,10420226000.0,10420226000.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,-,-,,414.0,,,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hồi doái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,V.25,88.911.777.924,85.672.028.207,,418.0,,88911777924.0,85672028207.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,V.25,126.984.345.287,120.217.710.498,,421.0,,126984345287.0,120217710498.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,421a,,7.101.467.163,120.217.710.498,,,,7101467163.0,120217710498.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,119.882.878.124,-,,,,119882878124.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bán,422,,-,-,,422.0,,,
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,-,-,,429.0,,,
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,9.134.689.678.400,7.330.710.071.014,,440.0,,9134689678400.0,7330710071014.0
