row_label_raw,row_label_full,Nhận chuyển nhượng quyền sử dụng đất dự án tái định cư Hòa Lợi theo HD 68/HDNT/2014 > Nhận chuyển nhượng quyền sử dụng đất dự án tái định cư Hòa Lợi theo HD 59/HDNT/2014,Năm nay > -,Năm trước > 142.674.953.976 > 437.724.752.727,numeric__Năm nay > -,numeric__Năm trước > 142.674.953.976 > 437.724.752.727
Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Khu đô thị Đông Đô Đại Phố theo hợp đồng 226/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Khu đô thị Đông Đô Đại Phố theo hợp đồng 226/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Khu đô thị Đông Đô Đại Phố theo hợp đồng 226/DTMBD,-,2.981.732.287,,2981732287.0
Nhận chuyển nhượng quyền sử dụng đất đất 5B,Nhận chuyển nhượng quyền sử dụng đất đất 5B,Nhận chuyển nhượng quyền sử dụng đất đất 5B,-,76.120.825.465,,76120825465.0
Nhận chuyển nhượng quyền sử dụng đất dự án phố TM IJC theo HD 47/HDKT-2008,Nhận chuyển nhượng quyền sử dụng đất dự án phố TM IJC theo HD 47/HDKT-2008,Nhận chuyển nhượng quyền sử dụng đất dự án phố TM IJC theo HD 47/HDKT-2008,-,2.981.732.287,,2981732287.0
Tiền diện sử dụng tại công trình Prince Town,Tiền diện sử dụng tại công trình Prince Town,Tiền diện sử dụng tại công trình Prince Town,56.629.473,54.606.600,56629473.0,54606600.0
"Tiền diện, nước sử dụng tại căn hộ Aroma","Tiền diện, nước sử dụng tại căn hộ Aroma","Tiền diện, nước sử dụng tại căn hộ Aroma",31.869.818,2.850.653,31869818.0,2850653.0
Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Nhà phố Prince Town theo Hợp đồng 45/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Nhà phố Prince Town theo Hợp đồng 45/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Nhà phố Prince Town theo Hợp đồng 45/DTMBD,56.217.895.491,-,56217895491.0,
Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Khu đô thị Đông Đô Đại Phố theo Hợp đồng 226/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Khu đô thị Đông Đô Đại Phố theo Hợp đồng 226/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Khu đô thị Đông Đô Đại Phố theo Hợp đồng 226/DTMBD,1.352.328.856.846,-,1352328856846.0,
Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Chung cư IJC Aroma theo Hợp đồng 163/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Chung cư IJC Aroma theo Hợp đồng 163/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Chung cư IJC Aroma theo Hợp đồng 163/DTMBD,114.999.998.955,-,114999998955.0,
Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Chung cư IJC Aroma theo Hợp đồng 232/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Chung cư IJC Aroma theo Hợp đồng 232/DTMBD,Nhận chuyển nhượng quyền sử dụng đất tại Khu liên hợp công nghiệp dịch vụ đô thị Bình Dương xây dựng dự án Chung cư IJC Aroma theo Hợp đồng 232/DTMBD,65.999.999.400,-,65999999400.0,
Thanh lý và nhận hoàn trả quyền sử dụng đất ở nông thôn Khu dân cư áp 4 Thới Hòa theo biên bản thanh lý của Hợp đồng số 405/HDKT-,Thanh lý và nhận hoàn trả quyền sử dụng đất ở nông thôn Khu dân cư áp 4 Thới Hòa theo biên bản thanh lý của Hợp đồng số 405/HDKT-,Thanh lý và nhận hoàn trả quyền sử dụng đất ở nông thôn Khu dân cư áp 4 Thới Hòa theo biên bản thanh lý của Hợp đồng số 405/HDKT-,90.929.679.963,-,90929679963.0,
Tiền diện sử dụng tại công trình KĐT Tokyu,Tiền diện sử dụng tại công trình KĐT Tokyu,Tiền diện sử dụng tại công trình KĐT Tokyu,30.235.091,-,30235091.0,
"Cung cấp, lắp đặt máy lạnh 13 căn hộ cao cấp Aroma","Cung cấp, lắp đặt máy lạnh 13 căn hộ cao cấp Aroma","Cung cấp, lắp đặt máy lạnh 13 căn hộ cao cấp Aroma",187.909.091,-,187909091.0,
Tiền diện phải trả,Tiền diện phải trả,Tiền diện phải trả,1.400.943.350,3.884.285.484,1400943350.0,3884285484.0
Tiền thuê mặt bằng,Tiền thuê mặt bằng,Tiền thuê mặt bằng,4.800.000.000,4.800.000.000,4800000000.0,4800000000.0
Chia giá vốn hợp đồng hợp tác kinh doanh,Chia giá vốn hợp đồng hợp tác kinh doanh,Chia giá vốn hợp đồng hợp tác kinh doanh,17.151.989.070,-,17151989070.0,
Chia chi phí quản lý hợp đồng hợp tác kinh doanh,Chia chi phí quản lý hợp đồng hợp tác kinh doanh,Chia chi phí quản lý hợp đồng hợp tác kinh doanh,13.706.867.578,-,13706867578.0,
Công ty Cổ phần Bê tông Becamex,Công ty Cổ phần Bê tông Becamex,Công ty Cổ phần Bê tông Becamex,Công ty Cổ phần Bê tông Becamex,Công ty Cổ phần Bê tông Becamex,,
Thi công xây dựng,Công ty Cổ phần Bê tông Becamex > Thi công xây dựng,Thi công xây dựng,140.194.501.169,73.061.751.602,140194501169.0,73061751602.0
Công ty Cổ phần Vật liệu xây dựng Becamex,Công ty Cổ phần Vật liệu xây dựng Becamex,Công ty Cổ phần Vật liệu xây dựng Becamex,Công ty Cổ phần Vật liệu xây dựng Becamex,Công ty Cổ phần Vật liệu xây dựng Becamex,,
Mua vật liệu xây dựng,Công ty Cổ phần Vật liệu xây dựng Becamex > Mua vật liệu xây dựng,Mua vật liệu xây dựng,-,1.100.000,,1100000.0
