row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm,Kết chuyển sang vay và nợ ngắn hạn,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm,numeric__Kết chuyển sang vay và nợ ngắn hạn,numeric__Số cuối năm
Vay dài hạn ngắn hàng,Vay dài hạn ngắn hàng,Vay dài hạn ngắn hàng,494.250.000.000,54.000.000.000,(193.750.000.000),354.500.000.000,494250000000.0,54000000000.0,-193750000000.0,354500000000.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,1.000.000.000.000,-,-,1.000.000.000.000,1000000000000.0,,,1000000000000.0
Cộng,Cộng,Cộng,1.494.250.000.000,54.000.000.000,"(193,750.000.000)",1.354.500.000.000,1494250000000.0,54000000000.0,-193.75,1354500000000.0
