row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi
Chung cư IJC Aroma,Chung cư IJC Aroma,Chung cư IJC Aroma,111.244.424.761,111.244.424.761,103.484.249.166,103.484.249.166,111244424761.0,111244424761.0,103484249166.0,103484249166.0
Dự án Rosemary,Dự án Rosemary,Dự án Rosemary,-,-,93.859.078.500,93.859.078.500,,,93859078500.0,93859078500.0
Dự án F13 khu phố Phú An,Dự án F13 khu phố Phú An,Dự án F13 khu phố Phú An,38.743.532.081,38.743.532.081,-,-,38743532081.0,38743532081.0,,
Dự án Trung tâm thương mạiThe Green River,Dự án Trung tâm thương mạiThe Green River,Dự án Trung tâm thương mạiThe Green River,1.459.442.363,1.459.442.363,-,-,1459442363.0,1459442363.0,,
Cộng,Cộng,Cộng,151.447.399.205,151.447.399.205,197.343.327.666,197.343.327.666,151447399205.0,151447399205.0,197343327666.0,197343327666.0
