row_label_raw,row_label_full,col_0,Giá gốc,Giá gốc_1,numeric__Giá gốc,numeric__Giá gốc_1
,,,31/12/2016VND,1/1/2016VND,,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,8.161.497.422,9.265.645.597,8161497422.0,9265645597.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,168.922.000,149.252.590,168922000.0,149252590.0
Hàng hóa,Hàng hóa,Hàng hóa,933.076.166,545.519.014,933076166.0,545519014.0
,,,9.263.495.588,9.960.417.201,9263495588.0,9960417201.0
