row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,41.416.042,6.282,41416042.0,6282.0
"Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng, phúc lợi (Thuyết minh 3(r))","Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng, phúc lợi (Thuyết minh 3(r))","Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng, phúc lợi (Thuyết minh 3(r))",-,(193),,-193.0
Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu tại ngày 20 tháng 6 năm 2016,Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu tại ngày 20 tháng 6 năm 2016,Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu tại ngày 20 tháng 6 năm 2016,4.141.100,(554),4141100.0,-554.0
Số điều chỉnh lại,Số điều chỉnh lại,Số điều chỉnh lại,45.557.142,5.535,45557142.0,5535.0
