row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,605.005.169.022,585.876.092.207,100.0,,605005169022.0,585876092207.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,331.452.487.098,332.397.641.629,110.0,4.0,331452487098.0,332397641629.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,86.933.677.314,76.505.141.629,111.0,,86933677314.0,76505141629.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,244.518.809.784,255.892.500.000,112.0,,244518809784.0,255892500000.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,32.327.019.444,78.525.947.673,120.0,,32327019444.0,78525947673.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5(a),32.327.019.444,78.525.947.673,123.0,,32327019444.0,78525947673.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,130.269.427.359,92.980.974.388,130.0,,130269427359.0,92980974388.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,112.860.391.893,81.639.368.446,131.0,6.0,112860391893.0,81639368446.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,6.230.265.391,4.145.522.828,132.0,,6230265391.0,4145522828.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,,12.128.332.446,8.229.320.448,136.0,,12128332446.0,8229320448.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,,(949.562.371),(1.033.237.334),137.0,,-949562371.0,-1033237334.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,7,9.263.495.588,9.960.417.201,140.0,7.0,9263495588.0,9960417201.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,9.263.495.588,9.960.417.201,141.0,,9263495588.0,9960417201.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,101.692.739.533,72.011.111.316,150.0,,101692739533.0,72011111316.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,4.356.051.516,1.183.023.513,151.0,,4356051516.0,1183023513.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,13(a),97.283.589.769,70.824.298.690,152.0,,97283589769.0,70824298690.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,,53.098.248,3.789.113,153.0,,53098248.0,3789113.0
