row_label_raw,row_label_full,col_0,Mã số,2016 VND,2015 VND,numeric__Mã số,numeric__2016 VND,numeric__2015 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,311.220.675.911,346.127.643.035,1.0,311220675911.0,346127643035.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,177.443.635.734,89.728.845.499,2.0,177443635734.0,89728845499.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,(4.065.674.963),(23.697.920),3.0,-4065674963.0,-23697920.0
Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,,,,,,
các khoản mục tiền tệ có gốc ngoại tệ,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > các khoản mục tiền tệ có gốc ngoại tệ,các khoản mục tiền tệ có gốc ngoại tệ,04,(197.188.468),(205.827.859),4.0,-197188468.0,-205827859.0
Lãi từ hoạt động đầu tư,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(21.074.229.542),(23.914.965.607),5.0,-21074229542.0,-23914965607.0
Chi phí lãi vay,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Chi phí lãi vay,Chi phí lãi vay,06,43.511.499.423,913.027.313,6.0,43511499423.0,913027313.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,506.838.718.095,412.625.024.461,8.0,506838718095.0,412625024461.0
Biến động các khoản phải thu,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(36.829.401.258),18.953.150.761,9.0,-36829401258.0,18953150761.0
Biến động hàng tồn kho,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Biến động hàng tồn kho,Biến động hàng tồn kho,10,696.921.613,(2.621.985.121),10.0,696921613.0,-2621985121.0
Biến động các khoản phải trả và nợ phải trả khác,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,(51.217.688.395),(18.123.549.782),11.0,-51217688395.0,-18123549782.0
Biến động chi phí trả trước,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Biến động chi phí trả trước,Biến động chi phí trả trước,12,621.191.065,9.087.816.760,12.0,621191065.0,9087816760.0
,,,,420.109.741.120,419.920.457.079,,420109741120.0,419920457079.0
Tiền lãi vay đã trả,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(32.107.383.407),(989.541.530),14.0,-32107383407.0,-989541530.0
Thuế thu nhập doanh nghiệp đã nộp,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(50.141.331.188),(72.398.180.449),15.0,-50141331188.0,-72398180449.0
Tiền thu khác từ hoạt động kinh doanh,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,-,4.368.070.782,16.0,,4368070782.0
Tiền chi khác cho hoạt động kinh doanh,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(24.348.576.985),(30.794.302.379),17.0,-24348576985.0,-30794302379.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,313.512.449.540,320.106.503.503,20.0,313512449540.0,320106503503.0
