row_label_raw,row_label_full,Công ty TNHH APL-NOL Việt Nam > Công ty Cổ phần Đại lý Hàng hải Việt Nam > Công ty Liên doanh Đại lý vận tải Evergreen Việt Nam > Công ty TNHH OOCL Việt Nam > Công ty TNHH Cosco Container Lines Việt Nam > Công ty TNHH Bia Carlsberg Việt Nam,31/12/2016VND > 15.326.752.893 > 6.364.125.746 > 16.148.252.766 > 4.632.933.621 > 6.604.303.714 > 2.355.236.069,1/1/2016VND > 7.963.587.548 > 5.505.268.102 > 12.997.042.673 > 3.388.406.270 > 4.769.633.817 > 1.620.316.443,numeric__31/12/2016VND > 15.326.752.893 > 6.364.125.746 > 16.148.252.766 > 4.632.933.621 > 6.604.303.714 > 2.355.236.069,numeric__1/1/2016VND > 7.963.587.548 > 5.505.268.102 > 12.997.042.673 > 3.388.406.270 > 4.769.633.817 > 1.620.316.443
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,61.428.787.084,45.395.113.593,61428787084.0,45395113593.0
,,,112.860.391.893,81.639.368.446,112860391893.0,81639368446.0
