row_label_raw,row_label_full,col_0,Chi phí đất trả trước VND,Công cụ và dụng cụ VND,Chi phí khác VND,Tổng cộng VND,numeric__Chi phí đất trả trước VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,457.776.944.610,18.813.732.622,10.835.705.581,487.426.382.813,457776944610.0,18813732622.0,10835705581.0,487426382813.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,261.360.908,27.279.246.229,17.288.689.355,44.829.296.492,261360908.0,27279246229.0,17288689355.0,44829296492.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(22.540.302.230),(24.498.176.545),(23.863.978.107),(70.902.456.882),-22540302230.0,-24498176545.0,-23863978107.0,-70902456882.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,435.498.003.288,21.594.802.306,4.260.416.829,461.353.222.423,435498003288.0,21594802306.0,4260416829.0,461353222423.0
