row_label_raw,row_label_full,col_0,Địa chỉ,31/12/2016,31/12/2016_1,1/1/2016,1/1/2016_1,numeric__Địa chỉ,numeric__31/12/2016,numeric__31/12/2016_1,numeric__1/1/2016,numeric__1/1/2016_1
,,,Địa chỉ,% sở hữuvà quyềnbiểu quyết,Giá gốcVND,% sở hữuvà quyềnbiểu quyết,Giá gốcVND,,,,,
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,
• Công ty TNHHMSC Việt Nam,Đầu tư góp vốn vào: > • Công ty TNHHMSC Việt Nam,• Công ty TNHHMSC Việt Nam,Thành phốHồ Chí Minh,5%,155.000.000,10%,310.000.000,,0.05,155000000.0,0.1,310000000.0
