row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2016VND > 1.073.979.917,Số phải nộptrong nămVND > 109.577.396.731,Số đã nộp vàđã khấu trừtrong nămVND > (108.149.800.575),31/12/2016VND > 2.501.576.073,numeric__1/1/2016VND > 1.073.979.917,numeric__Số phải nộptrong nămVND > 109.577.396.731,numeric__Số đã nộp vàđã khấu trừtrong nămVND > (108.149.800.575),numeric__31/12/2016VND > 2.501.576.073
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,13.808.229.042,49.222.345.962,(50.141.331.188),12.889.243.816,13808229042.0,49222345962.0,-50141331188.0,12889243816.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,394.706.373,4.708.929.976,(4.554.773.579),548.862.770,394706373.0,4708929976.0,-4554773579.0,548862770.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.838.404.793,41.618.952.322,(42.586.005.605),2.871.351.510,3838404793.0,41618952322.0,-42586005605.0,2871351510.0
,,,19.115.320.125,205.127.624.991,(205.431.910.947),18.811.034.169,19115320125.0,205127624991.0,-205431910947.0,18811034169.0
