row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2016VND,2015VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty TNHH Ngôi sao Xanh Tương lai,Công ty TNHH Ngôi sao Xanh Tương lai,Công ty TNHH Ngôi sao Xanh Tương lai,Công ty TNHH Ngôi sao Xanh Tương lai,Công ty TNHH Ngôi sao Xanh Tương lai,,
▪ Cung cấp dịch vụ,Công ty TNHH Ngôi sao Xanh Tương lai > ▪ Cung cấp dịch vụ,▪ Cung cấp dịch vụ,-,5.146.333.800,,5146333800.0
▪ Sử dụng dịch vụ,Công ty TNHH Ngôi sao Xanh Tương lai > ▪ Sử dụng dịch vụ,▪ Sử dụng dịch vụ,-,44.990.000,,44990000.0
▪ Cổ tức,Công ty TNHH Ngôi sao Xanh Tương lai > ▪ Cổ tức,▪ Cổ tức,2.145.931.072,1.326.519.314,2145931072.0,1326519314.0
Công ty Cổ phần Căng dịch vụ Đầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Đầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Đầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Đầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Đầu khí Đình Vũ,,
▪ Sử dụng dịch vụ,Công ty Cổ phần Căng dịch vụ Đầu khí Đình Vũ > ▪ Sử dụng dịch vụ,▪ Sử dụng dịch vụ,33.816.136.666,70.157.447.736,33816136666.0,70157447736.0
Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,,
▪ Sử dụng dịch vụ,Công ty Cổ phần Logistics Căng Đà Nẵng > ▪ Sử dụng dịch vụ,▪ Sử dụng dịch vụ,392.998.909,432.922.460,392998909.0,432922460.0
Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,,
▪ Tiền lương và thường,Thành viên Ban Giám đốc > ▪ Tiền lương và thường,▪ Tiền lương và thường,2.596.895.444,2.358.546.699,2596895444.0,2358546699.0
Thành viên Hội đồng Quản trị và Ban kiểm soát,Thành viên Hội đồng Quản trị và Ban kiểm soát,Thành viên Hội đồng Quản trị và Ban kiểm soát,Thành viên Hội đồng Quản trị và Ban kiểm soát,Thành viên Hội đồng Quản trị và Ban kiểm soát,,
▪ Thù lao,Thành viên Hội đồng Quản trị và Ban kiểm soát > ▪ Thù lao,▪ Thù lao,2.709.000.000,1.776.000.000,2709000000.0,1776000000.0
