row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả tiền mượn từ các cá nhân và các công ty (i),Ngắn hạn > Phải trả tiền mượn từ các cá nhân và các công ty (i),Phải trả tiền mượn từ các cá nhân và các công ty (i),54.667.573,99.199.471,54667573.0,99199471.0
Phải trả do thu hộ,Ngắn hạn > Phải trả do thu hộ,Phải trả do thu hộ,44.037.238,43.409.187,44037238.0,43409187.0
Phải trả về hợp tác kinh doanh,Ngắn hạn > Phải trả về hợp tác kinh doanh,Phải trả về hợp tác kinh doanh,-,104.112.630,,104112630.0
Khác,Ngắn hạn > Khác,Khác,1.137.062,3.669.411,1137062.0,3669411.0
,,,99.841.873,250.390.699,99841873.0,250390699.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả do thu hộ,Dài hạn > Phải trả do thu hộ,Phải trả do thu hộ,7.666.626,7.666.626,7666626.0,7666626.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,107.508.499,258.057.325,107508499.0,258057325.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,72.546.509,116.356.081,72546509.0,116356081.0
Phải trả ngắn hạn các bên liên quan (TM số 29),Trong đó: > Phải trả ngắn hạn các bên liên quan (TM số 29),Phải trả ngắn hạn các bên liên quan (TM số 29),34.961.990,141.701.244,34961990.0,141701244.0
