row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Giao dịch,Năm nay,Ngàn VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Công ty Cổ phầnThể thao HoàngAnh Gia Lai,Công ty Cổ phầnThể thao HoàngAnh Gia Lai,Công ty Cổ phầnThể thao HoàngAnh Gia Lai,Công ty con,Góp vốn bằng khoản phải thuCho vayChi hộBán hàng hóa và cung cấp dịch vụMua dịch vụ,53.125.00038.567.582691.437291.53454.800,-19.383.000--,,,5.312500038567583e+32,
Công ty Cổ phầnGỗ Hoàng AnhGia Lai,Công ty Cổ phầnGỗ Hoàng AnhGia Lai,Công ty Cổ phầnGỗ Hoàng AnhGia Lai,Công ty liên quan,Cho vayLãi cho vayMua hàng hóa,25.910.69214.273.336182.636,-22.292.669--,,,2.591069214273336e+21,
Công ty TNHHMTV Phát triểnNông nghiệpKhăn Xay,Công ty TNHHMTV Phát triểnNông nghiệpKhăn Xay,Công ty TNHHMTV Phát triểnNông nghiệpKhăn Xay,Công ty con,Bán hàng hóa và cung cấp dịch vụChi hộ,5.086.373829.705,9.953.036--,,,5086373829705.0,
Công ty TNHHMTV Phát triểnNông nghiệp ĐạiThắng,Công ty TNHHMTV Phát triểnNông nghiệp ĐạiThắng,Công ty TNHHMTV Phát triểnNông nghiệp ĐạiThắng,Công ty con,Bán hàng hóa và cung cấp dịch vụLãi cho vayMua hàng hóaChi hộ,2.718.3944.047.501679.334533.056,21.092.5204.058.590--,,,2.718394404750168e+25,
Công ty Cổ phầnNông nghiệp Quốctế Hoàng AnhGia Lai,Công ty Cổ phầnNông nghiệp Quốctế Hoàng AnhGia Lai,Công ty Cổ phầnNông nghiệp Quốctế Hoàng AnhGia Lai,Công ty có cùng thành viên HĐQT,Mua hàng hóaMua tài sảnBán hàng hóa và cung cấp dịch vụLãi cho vay,984.349566.15468.812--,19.233.392--21.574.891199.093.206,,,,
Công ty Cổ phầnGỗ Hoàng Anh GiaLai - Chi nhánhNhà Máy nhựa,Công ty Cổ phầnNông nghiệp Quốctế Hoàng AnhGia Lai > Công ty Cổ phầnGỗ Hoàng Anh GiaLai - Chi nhánhNhà Máy nhựa,Công ty Cổ phầnGỗ Hoàng Anh GiaLai - Chi nhánhNhà Máy nhựa,Công ty liên quan,Bán hàng hóa và cung cấp dịch vụMua hàng hóa,669.18513.805,4.682.948--,,,66918513805.0,
Công ty Cổ phầnĐầu tư Bất Động sản An Phú,Công ty Cổ phầnNông nghiệp Quốctế Hoàng AnhGia Lai > Công ty Cổ phầnĐầu tư Bất Động sản An Phú,Công ty Cổ phầnĐầu tư Bất Động sản An Phú,Công ty liên quan,Mua dịch vụ,646.600,-,,,646600.0,
