row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Giao dịch,Năm nay,Ngàn VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó tổnggiám đốc,Cho vayChi phí lãiHĐHTKD,159.863,-4.122.224,,,159863.0,-4122224.0
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con của Công ty có cùng thành viên HĐQT,Mua dịch vụBán hàng hóa và cung cấp dịch vụ,84.63839.333,--,,,8463839333.0,
Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Thành viên HĐQT,Chi phí lãiHĐHTKD,4.113,5.538.779,,,4113.0,5538779.0
Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh-Quang Minh,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh-Quang Minh,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh-Quang Minh,Công ty con của Công ty có cùng thành viên HĐQT,Lãi cho vay,-,34.604.389,,,,34604389.0
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con của Công ty có cùng thành viên HĐQT,Lãi cho vayBán hàng hóa và cung cấp dịch vụ,-,10.579.2494.276.902,,,,105792494276902.0
