row_label_raw,row_label_full,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty con Tạm ứng mua hàng hóa và dịch vụ,8.640.087,8.640.087_1,numeric__Công ty con Tạm ứng mua hàng hóa và dịch vụ,numeric__8.640.087,numeric__8.640.087_1
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Nhận ứng trước hợp đồng xây dựng,-,6.432.959,,,6432959.0
,,,,8.640.087,15.073.046,,8640087.0,15073046.0
