row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,256.060.554,376.925.022,256060554.0,376925022.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,208.286.325,80.522.164,208286325.0,80522164.0
Doanh thu bán trái cây,Trong đó: > Doanh thu bán trái cây,Doanh thu bán trái cây,34.257.854,209.610.275,34257854.0,209610275.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,13.516.375,86.792.583,13516375.0,86792583.0
Khoản giảm trừ,Trong đó: > Khoản giảm trừ,Khoản giảm trừ,(3.711.538),(13.318.930),-3711538.0,-13318930.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(3.711.538),(13.318.930),-3711538.0,-13318930.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,252.349.016,363.606.092,252349016.0,363606092.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,204.574.787,80.522.164,204574787.0,80522164.0
Doanh thu bán trái cây,Trong đó: > Doanh thu bán trái cây,Doanh thu bán trái cây,34.257.854,196.291.345,34257854.0,196291345.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,13.516.375,86.792.583,13516375.0,86792583.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ bên liên quan,Trong đó: > Doanh thu từ bên liên quan,Doanh thu từ bên liên quan,219.304.219,153.277.069,219304219.0,153277069.0
Doanh thu từ bên khác,Trong đó: > Doanh thu từ bên khác,Doanh thu từ bên khác,33.044.797,210.329.023,33044797.0,210329023.0
