row_label_raw,row_label_full,11. Chi phí thuế TNDN hiện hành,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,"140,110,599,954","73,025,777,595",,
Các khoản chi phí không được trừ,Các khoản chi phí không được trừ,Các khoản chi phí không được trừ,"9,293,646,979","6,212,298,945",,
Trừ (lãi) lỗ chênh lệch tỷ giá chưa thực hiện trong năm,Trừ (lãi) lỗ chênh lệch tỷ giá chưa thực hiện trong năm,Trừ (lãi) lỗ chênh lệch tỷ giá chưa thực hiện trong năm,"(734,621,574)","507,420,288",,
"Cộng lãi (lỗ) chênh lệch tỷ giá chưa thực hiện năm trước, đã trừ di khi tinh thuế năm","Cộng lãi (lỗ) chênh lệch tỷ giá chưa thực hiện năm trước, đã trừ di khi tinh thuế năm","Cộng lãi (lỗ) chênh lệch tỷ giá chưa thực hiện năm trước, đã trừ di khi tinh thuế năm",-,"461,480,373",,
Thu nhập tính thuế ước tính,Thu nhập tính thuế ước tính,Thu nhập tính thuế ước tính,"148,669,625,359","80,206,977,201",,
Thuế suất,Thu nhập tính thuế ước tính > Thuế suất,Thuế suất,22%,22%,0.22,0.22
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,"32,707,317,579","17,645,534,984",,
