row_label_raw,row_label_full,1.,Tiền và các khoản tương đương tiền,col_2,Số cuối năm,Số đầu năm,numeric__Tiền và các khoản tương đương tiền,numeric__col_2,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Tiền mặt,(1.1),"511,940,030","472,124",,-11.0,,472.124
1.,1.,1.,Tiền gửi ngân hàng,(1.2),"4,052,936,988","45,270,465,584",,-12.0,,
1.,1.,1.,Tiền đang chuyển,,-,"350,000,000",,,,
1.,1. > 1.,1.,Các khoản tương đương tiền,(1.3),"50,424,981","36,920,000,000",,-13.0,,
1.,1.,1.,Cộng,,"4,615,301,999","82,540,937,708",,,,
1.,1.,1.,(1.1) Bao gồm:,(1.1) Bao gồm:,(1.1) Bao gồm:,(1.1) Bao gồm:,,,,
1.,1.,1.,Tiền gửi ngân hàng bằng VND,,"62,940,030",,,,,
1.,1.,1.,"Tiền gửi ngân hàng bằng ngoại tệ (20,000.00 USD)",,"449,000,000",,,,,
1.,1.,1.,Cộng,,"511,940,030",,,,,
1.,1.,1.,(1.2) Bao gồm:,(1.2) Bao gồm:,(1.2) Bao gồm:,(1.2) Bao gồm:,,,,
1.,1.,1.,Tiền gửi ngân hàng bằng VND,,"3,434,241,305",,,,,
1.,1.,1.,"Tiền gửi ngân hàng bằng ngoại tệ (27,184.55 USD)",,"610,313,444",,,,,
1.,1.,1.,Tiền gửi ngân hàng bằng ngoại tệ (344.57 EUR),,"8,382,239",,,,,
1.,1.,1.,Cộng,,"4,052,936,988",,,,,
