row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D. Vốn chủ sở hữu,D. Vốn chủ sở hữu,D. Vốn chủ sở hữu,D. Vốn chủ sở hữu,400,V.21,1.663.891.846.530,1.172.483.209.873,,400.0,,1663891846530.0,1172483209873.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,1.663.891.846.530,1.172.483.209.873,,410.0,,1663891846530.0,1172483209873.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,1.400.939.400.000,1.000.671.000.000,,411.0,,1400939400000.0,1000671000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,1.400.939.400.000,1.000.671.000.000,,,,1400939400000.0,1000671000000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,51.798.842.848,52.105.692.848,,412.0,,51798842848.0,52105692848.0
3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,413,,6.743.618.619,-,,413.0,,6743618619.0,
4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,415,,(4.640.000),(4.640.000),,415.0,,-4640000.0,-4640000.0
5. Quỹ đầu tư phát triển,5. Quỹ đầu tư phát triển,5. Quỹ đầu tư phát triển,5. Quỹ đầu tư phát triển,418,,16.176.475.297,13.407.463.167,,418.0,,16176475297.0,13407463167.0
6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,421,,188.238.149.766,106.303.693.858,,421.0,,188238149766.0,106303693858.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,99.658.064.746,50.923.451.247,,,,99658064746.0,50923451247.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,88.580.085.020,55.380.242.611,,,,88580085020.0,55380242611.0
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,3.512.693.533.850,2.977.258.541.549,,440.0,,3512693533850.0,2977258541549.0
