row_label_raw,row_label_full,6.,Chi phí bán hàng,Năm 2015,Năm 2014,numeric__Chi phí bán hàng,numeric__Năm 2015,numeric__Năm 2014
,,,- Chi phí nhân viên,"6,070,526,140","3,612,256,647",,,
,,,- Chi phí khấu hao TSCĐ,"16,575,432","17,108,759",,,
,,,"- Chi phí quảng cáo, khuyến mãi, hàng mẫu","2,224,905,083","3,431,764,917",,,
,,,"- Chi phí xuất hàng, chi phí vận chuyển","6,968,916,443","4,693,137,288",,,
,,,- Chi phí dịch vụ mua ngoài,"899,375,691","1,814,074,837",,,
,,,- Chi phí bằng tiền khác,"618,034,119","578,960,729",,,
,,,Cộng,"16,798,332,908","14,147,303,177",,,
