row_label_raw,row_label_full,col_0,01/01/2014,Tăng,Giảm,31/12/2014,numeric__01/01/2014,numeric__Tăng,numeric__Giảm,numeric__31/12/2014
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,"735,000,000,000","265,671,000,000",-,"1,000,671,000,000",,,,
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,"83,513,052,848",-,"31,407,360,000","52,105,692,848",,,,
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,"(4,640,000)",-,-,"(4,640,000)",,,,
Các quỹ,Các quỹ,Các quỹ,"13,268,608,857","138,854,310",-,"13,407,463,167",,,,
LNST chưa phân phối,LNST chưa phân phối,LNST chưa phân phối,"51,340,014,177","55,380,242,611","416,562,930","106,303,693,858",,,,
Cộng,Cộng,Cộng,"883,117,035,882","321,190,096,921","31,823,922,930","1,172,483,209,873",,,,
