row_label_raw,row_label_full,Công ty CP Bao bì Trường Thành,"19 đường số 11, KP 01, phường Linh Tây, quận Thủ Đức, Tp. HCM","6,500,000,000",23.08%,43.76%,"numeric__19 đường số 11, KP 01, phường Linh Tây, quận Thủ Đức, Tp. HCM","numeric__6,500,000,000",numeric__23.08%,numeric__43.76%
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,"81 Nguyễn Tất Thành, phường 02, Tp. Tuy Hòa, tỉnh Phú Yên","7,018,000.00 USD",51.00%,51.00%,,,51.0,51.0
Công ty CP Nông Lâm nghiệp Trường Thành,Công ty CP Nông Lâm nghiệp Trường Thành,Công ty CP Nông Lâm nghiệp Trường Thành,"Đường 23/3, phường Nghĩa Thành, thị xã Gia Nghĩa, tỉnh Đắk Nông","66,887,500,000",37.17%,37.17%,,,37.17,37.17
