row_label_raw,row_label_full,2. Các khoản giảm trừ doanh thu,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
- Chiết khấu thương mại,- Chiết khấu thương mại,- Chiết khấu thương mại,-,"47,589,984",,
- Giảm giá hàng bán,- Giảm giá hàng bán,- Giảm giá hàng bán,"110,660,915","994,564,651",,
- Hàng bán bị trả lại,- Hàng bán bị trả lại,- Hàng bán bị trả lại,"259,175,853","559,828,473",,
Cộng,Cộng,Cộng,"369,836,768","1,601,983,108",,
