row_label_raw,row_label_full,a),"Vật tư hàng hoá nhận giữ hộ, gia công, nhận ủy thác:",Số cuối năm,col_3,"numeric__Vật tư hàng hoá nhận giữ hộ, gia công, nhận ủy thác:",numeric__Số cuối năm,numeric__col_3
a),a),a),- Nguyên liệu,"26,155,876,325",,,,
a),a),a),- Hàng hóa,"29,922,356,645",,,,
a),a),a),- Vật tư,"19,416,074",,,,
a),a),a),Cộng,"56,097,649,044",,,,
b),b),b),Ngoại tệ các loại:,Số cuối năm,Số đầu năm,,,
b),b) > b),b),- USD,"47,184.55","22,115.63",,47.18455,22.11563
b),b) > b),b),- EUR,344.57,143.98,,34457.0,14398.0
,,,,Số cuối năm,Số đầu năm,,,
c),c),c),Nợ khó đòi đã xử lý:,"2,743,601,170","2,743,601,170",,,
