row_label_raw,row_label_full,10.,"Chi phí sân xuất, kinh doanh theo yếu tố",Năm 2015,Năm 2014,"numeric__Chi phí sân xuất, kinh doanh theo yếu tố",numeric__Năm 2015,numeric__Năm 2014
,,,"- Chi phí nguyên liệu, vật liệu, công cụ dụng cụ","225,155,397,388","235,708,006,669",,,
,,,- Chi phí nhân công,"168,886,988,814","122,278,014,571",,,
,,,- Chi phí khấu hao tài sân cố định,"6,064,805,755","4,450,758,754",,,
,,,- Chi phí dịch vụ mua ngoài,"76,238,333,034","41,693,662,536",,,
,,,- Chi phí khác bằng tiền,"20,047,451,627","16,785,365,541",,,
,,,Cộng,"496,392,976,618","420,915,808,071",,,
