row_label_raw,row_label_full,Tên Công ty,Địa chỉ,Vốn điều lệ,Tỷ lệ góp vốn theo ĐKKD,Tỷ lệ góp vốn thực tế,numeric__Địa chỉ,numeric__Vốn điều lệ,numeric__Tỷ lệ góp vốn theo ĐKKD,numeric__Tỷ lệ góp vốn thực tế
Công ty CP Văn Công nghiệp Trường Thành (Bình Dương 3),Công ty CP Văn Công nghiệp Trường Thành (Bình Dương 3),Công ty CP Văn Công nghiệp Trường Thành (Bình Dương 3),"KP 4, Phường Tân Uyên, Thị xã Tân Uyên, tỉnh Bình Dương","56,470,000,000",51.00%,100.00%,,,51.0,100.0
Công ty CP Trường Thành Xanh,Công ty CP Trường Thành Xanh,Công ty CP Trường Thành Xanh,"81 Nguyễn Tất Thành, phường 02, tp Tuy Hòa, tỉnh Phú Yên","100,000,000,000",60.00%,99.99%,,,60.0,99.99
