row_label_raw,row_label_full,3.,Giá vốn hàng bán,Năm 2015,Năm 2014,numeric__Giá vốn hàng bán,numeric__Năm 2015,numeric__Năm 2014
,,,- Giá vốn bán thành phẩm và hàng hóa,"2,126,042,856,595","1,525,293,089,616",,,
,,,- Giá vốn xuất hàng mẫu và tiêu dùng nội bộ,"2,147,049,191","2,921,555,704",,,
,,,- Giá vốn các hợp đồng thi công công trình,"126,998,373,075","84,535,602,279",,,
,,,- Giá vốn từ chuyên nhượng 4.000 ha đất trồng rừng,-,"12,800,000,000",,,
,,,- Giá vốn dịch vụ,"11,283,806,663",-,,,
,,,- Dự phòng giảm giá hàng tồn kho,"29,503,859,600",-,,,
,,,Cộng,"2,295,975,945,124","1,625,550,247,599",,,
