row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
"Ký quỹ, ký cược","b.2) Chi tiết theo đối tượng > Ký quỹ, ký cược","Ký quỹ, ký cược",1.650.229.944.036,(23.550.000.000),2.003.518.819.985,(23.550.000.000),1650229944036.0,-23550000000.0,2003518819985.0,-23550000000.0
- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (10),b.2) Chi tiết theo đối tượng > - Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (10),- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (10),779.161.548.259,-,929.103.184.944,-,779161548259.0,,929103184944.0,
- Công ty TNHH Âu Lạc Quảng Ninh (11),b.2) Chi tiết theo đối tượng > - Công ty TNHH Âu Lạc Quảng Ninh (11),- Công ty TNHH Âu Lạc Quảng Ninh (11),314.671.300.000,-,324.671.300.000,-,314671300000.0,,324671300000.0,
- Công ty Cổ phần TID (12),b.2) Chi tiết theo đối tượng > - Công ty Cổ phần TID (12),- Công ty Cổ phần TID (12),50.000.000.000,-,50.000.000.000,-,50000000000.0,,50000000000.0,
- Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (13),b.2) Chi tiết theo đối tượng > - Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (13),- Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (13),357.143.970.942,-,439.644.084.142,-,357143970942.0,,439644084142.0,
- Công ty Cổ phần Bitexco,b.2) Chi tiết theo đối tượng > - Công ty Cổ phần Bitexco,- Công ty Cổ phần Bitexco,15.000.000.000,-,15.000.000.000,-,15000000000.0,,15000000000.0,
- Công ty Cổ phần Phát triển Nhà Bình Minh (Dự án C-Sky view),b.2) Chi tiết theo đối tượng > - Công ty Cổ phần Phát triển Nhà Bình Minh (Dự án C-Sky view),- Công ty Cổ phần Phát triển Nhà Bình Minh (Dự án C-Sky view),-,-,50.000.000.000,-,,,50000000000.0,
- Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,b.2) Chi tiết theo đối tượng > - Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,- Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,22.550.000.000,(22.550.000.000),22.550.000.000,(22.550.000.000),22550000000.0,-22550000000.0,22550000000.0,-22550000000.0
- Công ty Cổ phần Khai Sơn,b.2) Chi tiết theo đối tượng > - Công ty Cổ phần Khai Sơn,- Công ty Cổ phần Khai Sơn,26.125.000.000,-,-,-,26125000000.0,,,
