row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
Bên liên quan,Bên liên quan,Bên liên quan,3.015.086.600,-,13.081.957.202,-,3015086600.0,,13081957202.0,
- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,-,-,74.999.998,-,,,74999998.0,
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,-,-,13.006.957.204,-,,,13006957204.0,
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,3.015.086.600,-,-,-,3015086600.0,,,
Bên khác,Bên khác,Bên khác,106.711.360.280,(1.516.208.762),159.173.030.570,(1.000.495.436),106711360280.0,-1516208762.0,159173030570.0,-1000495436.0
- Hợp tác xã Thành Công (*),- Hợp tác xã Thành Công (*),- Hợp tác xã Thành Công (*),61.413.506.042,-,130.896.125.852,-,61413506042.0,,130896125852.0,
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,18.719.031.235,-,-,-,18719031235.0,,,
- Công ty Cổ phần C - Holdings,- Công ty Cổ phần C - Holdings,- Công ty Cổ phần C - Holdings,16.470.497.412,-,10.335.867.931,-,16470497412.0,,10335867931.0,
- Công ty Cổ phần Tập đoàn Dabaco Việt Nam,- Công ty Cổ phần Tập đoàn Dabaco Việt Nam,- Công ty Cổ phần Tập đoàn Dabaco Việt Nam,-,-,8.737.290.000,-,,,8737290000.0,
- Công ty TNHH Địa ốc Công viên xanh,- Công ty TNHH Địa ốc Công viên xanh,- Công ty TNHH Địa ốc Công viên xanh,2.886.463.090,-,-,-,2886463090.0,,,
- Công ty Cổ phần Công nghệ Quốc tế Gtech,- Công ty Cổ phần Công nghệ Quốc tế Gtech,- Công ty Cổ phần Công nghệ Quốc tế Gtech,2.418.168.000,-,2.576.168.000,-,2418168000.0,,2576168000.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,4.803.694.501,(1.516.208.762),6.627.578.787,(1.000.495.436),4803694501.0,-1516208762.0,6627578787.0,-1000495436.0
,,,109.726.446.880,(1.516.208.762),172.254.987.772,(1.000.495.436),109726446880.0,-1516208762.0,172254987772.0,-1000495436.0
