row_label_raw,row_label_full,col_0,31/12/2023 > Giá gốc,31/12/2023 > Giá trị có thể thu hồi,01/01/2023 > Giá gốc,01/01/2023 > Giá trị có thể thu hồi,numeric__31/12/2023 > Giá gốc,numeric__31/12/2023 > Giá trị có thể thu hồi,numeric__01/01/2023 > Giá gốc,numeric__01/01/2023 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi",,,,
Phải thu khách hàng,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > Phải thu khách hàng",Phải thu khách hàng,28.130.709.764,11.310.012.579,28.007.962.590,11.479.190.595,28130709764.0,11310012579.0,28007962590.0,11479190595.0
+ Công ty Cổ phần Đầu tư Bảo Việt,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Đầu tư Bảo Việt",+ Công ty Cổ phần Đầu tư Bảo Việt,45.898.815,-,45.898.815,-,45898815.0,,45898815.0,
+ Công ty Cổ phần XNK Tổng hợp Hà Nội,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần XNK Tổng hợp Hà Nội",+ Công ty Cổ phần XNK Tổng hợp Hà Nội,39.683.691,-,39.683.691,-,39683691.0,,39683691.0,
+ Công ty Cổ phần TID,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần TID",+ Công ty Cổ phần TID,343.870.941,-,343.870.941,-,343870941.0,,343870941.0,
+ Công ty TNHH Đầu tư và Phát triển Tây Hồ,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty TNHH Đầu tư và Phát triển Tây Hồ",+ Công ty TNHH Đầu tư và Phát triển Tây Hồ,106.244.294,-,106.244.294,-,106244294.0,,106244294.0,
+ Công ty Cổ phần Bất động sản Thăng Long,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Bất động sản Thăng Long",+ Công ty Cổ phần Bất động sản Thăng Long,60.615.000,-,60.615.000,-,60615000.0,,60615000.0,
+ Công ty Cổ phần TMS Bất động sản,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần TMS Bất động sản",+ Công ty Cổ phần TMS Bất động sản,3.727.756.578,-,3.727.756.578,-,3727756578.0,,3727756578.0,
+ Công ty Cổ phần EMPIRE PROPERTY,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần EMPIRE PROPERTY",+ Công ty Cổ phần EMPIRE PROPERTY,179.901.920,-,179.901.920,-,179901920.0,,179901920.0,
+ Công ty Cổ phần ECOLAND,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần ECOLAND",+ Công ty Cổ phần ECOLAND,147.024.316,-,147.024.316,-,147024316.0,,147024316.0,
+ Công ty Cổ phần Tập đoàn Phúc Sơn,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Tập đoàn Phúc Sơn",+ Công ty Cổ phần Tập đoàn Phúc Sơn,22.373.972.812,11.186.986.406,22.373.972.812,11.186.986.406,22373972812.0,11186986406.0,22373972812.0,11186986406.0
+ Công ty Cổ phần Max Việt Nam,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Max Việt Nam",+ Công ty Cổ phần Max Việt Nam,252.936.200,-,252.936.200,75.880.860,252936200.0,,252936200.0,75880860.0
+ Công ty Cổ phần Bất động sản LinkHouse Miền Trung,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Bất động sản LinkHouse Miền Trung",+ Công ty Cổ phần Bất động sản LinkHouse Miền Trung,307.200.001,-,307.200.001,92.160.000,307200001.0,,307200001.0,92160000.0
+ Công ty Cổ phần Dịch vụ Bất động sản Sao Việt,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Dịch vụ Bất động sản Sao Việt",+ Công ty Cổ phần Dịch vụ Bất động sản Sao Việt,55.378.595,-,55.378.595,-,55378595.0,,55378595.0,
+ Các đối tượng khác,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Các đối tượng khác",+ Các đối tượng khác,490.226.601,123.026.173,367.479.427,124.163.329,490226601.0,123026173.0,367479427.0,124163329.0
Trả trước cho người bán,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > Trả trước cho người bán",Trả trước cho người bán,1.652.015.224,135.806.462,1.652.015.224,651.519.788,1652015224.0,135806462.0,1652015224.0,651519788.0
+ Công ty Cổ phần Đầu tư và Giải pháp Sunshine Châu Á,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Đầu tư và Giải pháp Sunshine Châu Á",+ Công ty Cổ phần Đầu tư và Giải pháp Sunshine Châu Á,207.543.305,-,207.543.305,-,207543305.0,,207543305.0,
