row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
(1) Hàng hóa bất động sản:,(1) Hàng hóa bất động sản:,(1) Hàng hóa bất động sản:,30.409.074.232,27.572.916.349,30409074232.0,27572916349.0
+ Căn A1508 - dự án Sky City Towers 88 Láng Hạ,+ Căn A1508 - dự án Sky City Towers 88 Láng Hạ,+ Căn A1508 - dự án Sky City Towers 88 Láng Hạ,3.600.000.000,3.600.000.000,3600000000.0,3600000000.0
+ Dự án Khu đô thị dịch vụ Đồng Nà (Casamia Calm Hoi An),+ Dự án Khu đô thị dịch vụ Đồng Nà (Casamia Calm Hoi An),+ Dự án Khu đô thị dịch vụ Đồng Nà (Casamia Calm Hoi An),-,11.456.499.057,,11456499057.0
+ Căn hộ chung cư S04 -1901 của Dự án Nhà ở cao tầng kết hợp dịch vụ thương mại tại ô đất I.A.23 thuộc Khu đô thị Nam Thăng Long (giai đoạn 2),+ Căn hộ chung cư S04 -1901 của Dự án Nhà ở cao tầng kết hợp dịch vụ thương mại tại ô đất I.A.23 thuộc Khu đô thị Nam Thăng Long (giai đoạn 2),+ Căn hộ chung cư S04 -1901 của Dự án Nhà ở cao tầng kết hợp dịch vụ thương mại tại ô đất I.A.23 thuộc Khu đô thị Nam Thăng Long (giai đoạn 2),-,5.694.337.211,,5694337211.0
+ Dự án Park View,+ Dự án Park View,+ Dự án Park View,1.339.623.973,4.644.619.155,1339623973.0,4644619155.0
+ Dự án C-River View,+ Dự án C-River View,+ Dự án C-River View,23.291.989.333,-,23291989333.0,
+ Căn hộ thuộc dự án Khu chủng cư DETACO,+ Căn hộ thuộc dự án Khu chủng cư DETACO,+ Căn hộ thuộc dự án Khu chủng cư DETACO,2.177.460.926,2.177.460.926,2177460926.0,2177460926.0
(2) Quyền định doạt tài sản hình thành trong tương lai:,(2) Quyền định doạt tài sản hình thành trong tương lai:,(2) Quyền định doạt tài sản hình thành trong tương lai:,495.932.316.963,393.224.068.576,495932316963.0,393224068576.0
+ Dự án C-Sky View,+ Dự án C-Sky View,+ Dự án C-Sky View,16.548.052.566,33.633.846.129,16548052566.0,33633846129.0
+ Dự án Hoa Tiên Paradise (2.1),+ Dự án Hoa Tiên Paradise (2.1),+ Dự án Hoa Tiên Paradise (2.1),23.459.567.967,135.652.646.769,23459567967.0,135652646769.0
+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower) (2.2),+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower) (2.2),+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower) (2.2),13.339.294.108,3.563.414.596,13339294108.0,3563414596.0
"+ Dự án Nhà ở cao tầng, kết hợp dịch vụ thương mại Summit Building","+ Dự án Nhà ở cao tầng, kết hợp dịch vụ thương mại Summit Building","+ Dự án Nhà ở cao tầng, kết hợp dịch vụ thương mại Summit Building",8.717.615.444,8.717.615.444,8717615444.0,8717615444.0
+ Dự án Kim Chung Di Trạch,+ Dự án Kim Chung Di Trạch,+ Dự án Kim Chung Di Trạch,35.243.395.362,65.702.831.287,35243395362.0,65702831287.0
+ Dự án Lotus Central,+ Dự án Lotus Central,+ Dự án Lotus Central,1.624.566.727,9.552.723.845,1624566727.0,9552723845.0
+ Dự án Hud Mê Linh,+ Dự án Hud Mê Linh,+ Dự án Hud Mê Linh,90.153.685.053,127.015.238.506,90153685053.0,127015238506.0
+ Dự án Khu biệt thụ và vui chơi giải trí Đại Lải (2.3),+ Dự án Khu biệt thụ và vui chơi giải trí Đại Lải (2.3),+ Dự án Khu biệt thụ và vui chơi giải trí Đại Lải (2.3),9.385.752.000,9.385.752.000,9385752000.0,9385752000.0
+ Dự án Eco Central Park,+ Dự án Eco Central Park,+ Dự án Eco Central Park,40.593.056.682,,40593056682.0,
+ DA Đại Lải Paradise,+ DA Đại Lải Paradise,+ DA Đại Lải Paradise,236.127.306.773,,236127306773.0,
+ DA Bình Minh Garden cao tầng,+ DA Bình Minh Garden cao tầng,+ DA Bình Minh Garden cao tầng,20.740.024.281,,20740024281.0,
,,,526.341.391.195,420.796.984.924,526341391195.0,420796984924.0
