row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 > VND,Năm 2022 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 > VND,numeric__Năm 2022 > VND
I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,4.907.312.660,245.952.612.236,,,4907312660.0,245952612236.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,,
02,2. Điều chỉnh cho các khoản > 02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,49.523.329.949,52.889.565.144,,,49523329949.0,52889565144.0
03,2. Điều chỉnh cho các khoản > 03,03,- Các khoản dự phòng,,807.638.516,40.250.520.755,,,807638516.0,40250520755.0
05,2. Điều chỉnh cho các khoản > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(65.855.256.102),(112.751.416.280),,,-65855256102.0,-112751416280.0
06,2. Điều chỉnh cho các khoản > 06,06,- Chi phí lãi vay,,89.178.157.416,149.134.995.943,,,89178157416.0,149134995943.0
08,2. Điều chỉnh cho các khoản > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,78.561.182.439,375.476.277.798,,,78561182439.0,375476277798.0
09,2. Điều chỉnh cho các khoản > 09,09,"- Tăng, giảm các khoản phải thu",,439.740.388.747,(2.461.211.595.790),,,439740388747.0,-2461211595790.0
10,2. Điều chỉnh cho các khoản > 10,10,"- Tăng, giảm hàng tồn kho",,(131.846.015.841),77.687.288.965,,,-131846015841.0,77687288965.0
11,2. Điều chỉnh cho các khoản > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(225.410.159.143),(54.190.441.455),,,-225410159143.0,-54190441455.0
12,2. Điều chỉnh cho các khoản > 12,12,"- Tăng, giảm chi phí trả trước",,(7.848.815.698),15.878.246.260,,,-7848815698.0,15878246260.0
14,2. Điều chỉnh cho các khoản > 14,14,- Tiền lãi vay đã trả,,(87.445.803.723),(166.757.990.785),,,-87445803723.0,-166757990785.0
15,2. Điều chỉnh cho các khoản > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(51.468.212.790),(98.523.868.477),,,-51468212790.0,-98523868477.0
16,2. Điều chỉnh cho các khoản > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,-,4.599.000.000,,,,4599000000.0
17,2. Điều chỉnh cho các khoản > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(30.036.441.456),(57.264.346.677),,,-30036441456.0,-57264346677.0
20,2. Điều chỉnh cho các khoản > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,-,15.753.877.465,(2.364.307.430.161),,,15753877465.0,-2364307430161.0
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
