row_label_raw,row_label_full,Công ty Cổ phần Tập đoàn Thế kỳ,Cổ đông lớn có cổ phần chi phối.,numeric__Cổ đông lớn có cổ phần chi phối.
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,"- Ông Nguyễn Trung Vũ là Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của Công ty này;- Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là TV HĐQT của Công ty này.",
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty con của Cổ đông lớn - Công ty Cổ phần Tập đoàn Thế kỳ.,
Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,"Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của Công ty này.",
Công ty Cổ phần Hồng Lam Xuân Thành,Công ty Cổ phần Hồng Lam Xuân Thành,Công ty Cổ phần Hồng Lam Xuân Thành,"Ông Vương Văn Tường là Chủ tịch Hội đồng quản trị và Ông Nguyễn Trung Vũ là thành viên Hội đồng quản trị;Từ ngày 27/4/2023 ông Vương Văn Tường không còn là người nội bộ của Cen Land;Từ ngày 29/05/2023, Ông Nguyễn Trung Vũ và Ông Vương Văn Tường không còn là thành viên Hội đồng quản trị, do đó Công ty Cổ phần Hồng Lam Xuân Thành không còn là bên liên quan.",
Ông Nguyễn Trung Vũ,Ông Nguyễn Trung Vũ,Ông Nguyễn Trung Vũ,Chủ tịch HĐQT.,
Ông Phạm Thanh Hưng,Ông Phạm Thanh Hưng,Ông Phạm Thanh Hưng,Phó Chủ tịch HĐQT.,
Ông Nguyễn Đức Vui,Ông Nguyễn Đức Vui,Ông Nguyễn Đức Vui,Thành viên HĐQT độc lập kiểm Chủ tịch Ủy ban kiểm toán.,
Bà Nguyễn Thị Hoàng Oanh,Bà Nguyễn Thị Hoàng Oanh,Bà Nguyễn Thị Hoàng Oanh,Thành viên HĐQT độc lập.,
Ông Chu Hữu Chiến,Ông Chu Hữu Chiến,Ông Chu Hữu Chiến,Thành viên HĐQT kiểm Tổng Giám đốc (Miễn nhiệm Tổng Giám đốc ngày 10/10/2023).,
