row_label_raw,row_label_full,Trái phiếu phát hành- Loại phát hành theo mênh giá,31/12/2023 > Giá trịVND > 450.000.000.000,"31/12/2023 > Lãi suất% > 11,4%",31/12/2023 > Kỳ hạn > 36 tháng,01/01/2023 > Giá trịVND > 450.000.000.000,"01/01/2023 > Lãi suất% > 11,4%",01/01/2023 > Kỳ hạn > 36 tháng,numeric__31/12/2023 > Giá trịVND > 450.000.000.000,"numeric__31/12/2023 > Lãi suất% > 11,4%",numeric__31/12/2023 > Kỳ hạn > 36 tháng,numeric__01/01/2023 > Giá trịVND > 450.000.000.000,"numeric__01/01/2023 > Lãi suất% > 11,4%",numeric__01/01/2023 > Kỳ hạn > 36 tháng
Trái phiếu phát hành- Loại phát hành theo mênh giá,Trái phiếu phát hành- Loại phát hành theo mênh giá,Trái phiếu phát hành- Loại phát hành theo mênh giá,450.000.000.000,,,450.000.000.000,,,450000000000.0,,,450000000000.0,,
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(96.451.680.000),,,(450.000.000.000),,,-96451680000.0,,,-450000000000.0,,
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,353.548.320.000,,,-,,,353548320000.0,,,,,
