row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
Bên liên quan,Bên liên quan,Bên liên quan,55.028.489.385,-,35.190.541.129,-,55028489385.0,,35190541129.0,
- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,,-,6.534.000,-,,,6534000.0,
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,51.230.394.172,-,22.551.007.118,-,51230394172.0,,22551007118.0,
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,2.120.541.757,-,3.442.487.747,-,2120541757.0,,3442487747.0,
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,1.559.523.799,-,4.953.671.120,-,1559523799.0,,4953671120.0,
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,-,,2.144.759.042,,,,2144759042.0,
- Công ty Cổ phần Thẩm định giá Thế kỳ,- Công ty Cổ phần Thẩm định giá Thế kỳ,- Công ty Cổ phần Thẩm định giá Thế kỳ,118.029.657,-,2.092.082.102,-,118029657.0,,2092082102.0,
Bên khác,Bên khác,Bên khác,486.697.133.276,(16.820.697.185),717.192.961.095,(16.528.771.995),486697133276.0,-16820697185.0,717192961095.0,-16528771995.0
- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,28.514.770.668,-,24.915.835.443,-,28514770668.0,,24915835443.0,
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,34.221.505.020,,-,,34221505020.0,,,
- Công ty TNHH Kinh doanh Bất động sản MIKHOME,- Công ty TNHH Kinh doanh Bất động sản MIKHOME,- Công ty TNHH Kinh doanh Bất động sản MIKHOME,73.948.569,-,15.159.917.922,-,73948569.0,,15159917922.0,
- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,14.369.645.813,-,84.932.167.052,-,14369645813.0,,84932167052.0,
- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,38.713.730.000,-,-,-,38713730000.0,,,
- Khách dự án Hud Mê Linh,- Khách dự án Hud Mê Linh,- Khách dự án Hud Mê Linh,7.542.880.000,-,59.672.250.000,-,7542880000.0,,59672250000.0,
- Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),- Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),- Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),421.558.992,-,6.758.261.417,-,421558992.0,,6758261417.0,
- Khách hàng Dự án Hoa Tiên Paradise,- Khách hàng Dự án Hoa Tiên Paradise,- Khách hàng Dự án Hoa Tiên Paradise,70.239.266.928,-,209.982.466.028,-,70239266928.0,,209982466028.0,
- Công ty Cổ phần Đầu tư Bất động sản Thành Phương,- Công ty Cổ phần Đầu tư Bất động sản Thành Phương,- Công ty Cổ phần Đầu tư Bất động sản Thành Phương,11.084.623.518,-,20.084.623.518,-,11084623518.0,,20084623518.0,
- Công ty Cổ phần Trung Sơn Bắc,- Công ty Cổ phần Trung Sơn Bắc,- Công ty Cổ phần Trung Sơn Bắc,54.076.829.663,-,55.776.677.624,-,54076829663.0,,55776677624.0,
- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,227.438.374.105,(16.820.697.185),239.910.762.091,(16.528.771.995),227438374105.0,-16820697185.0,239910762091.0,-16528771995.0
,,,541.725.622.661,(16.820.697.185),752.383.502.224,(16.528.771.995),541725622661.0,-16820697185.0,752383502224.0,-16528771995.0
