row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
"- Phải thu về lãi tiền gửi, tiền cho vay","a.1) Chi tiết theo nội dung > - Phải thu về lãi tiền gửi, tiền cho vay","- Phải thu về lãi tiền gửi, tiền cho vay",34.219.147.574,-,11.322.523.575,-,34219147574.0,,11322523575.0,
- Phải thu người lao động,a.1) Chi tiết theo nội dung > - Phải thu người lao động,- Phải thu người lao động,932.967.468,-,79.707.254,-,932967468.0,,79707254.0,
- Phải thu về bảo hiểm xã hội,a.1) Chi tiết theo nội dung > - Phải thu về bảo hiểm xã hội,- Phải thu về bảo hiểm xã hội,103.948.256,-,315.115.965,-,103948256.0,,315115965.0,
- Tạm ứng,a.1) Chi tiết theo nội dung > - Tạm ứng,- Tạm ứng,68.649.351.657,-,108.748.420.887,-,68649351657.0,,108748420887.0,
"- Ký cược, ký quỹ","a.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",498.536.502.907,(48.501.165.300),757.223.406.521,(48.501.165.300),498536502907.0,-48501165300.0,757223406521.0,-48501165300.0
- Phải thu trả lại hàng (7),a.1) Chi tiết theo nội dung > - Phải thu trả lại hàng (7),- Phải thu trả lại hàng (7),168.486.489.023,-,-,-,168486489023.0,,,
- Các khoản chi/bù trừ công nợ hộ (8)/(9),a.1) Chi tiết theo nội dung > - Các khoản chi/bù trừ công nợ hộ (8)/(9),- Các khoản chi/bù trừ công nợ hộ (8)/(9),237.881.869.735,-,-,-,237881869735.0,,,
- Phải thu về Hợp tác kinh doanh,a.1) Chi tiết theo nội dung > - Phải thu về Hợp tác kinh doanh,- Phải thu về Hợp tác kinh doanh,1.997.921.100.451,-,1.897.921.100.000,-,1997921100451.0,,1897921100000.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,6.680.902.600,(5.775.300.324),23.578.481.864,(5.775.300.324),6680902600.0,-5775300324.0,23578481864.0,-5775300324.0
,,,3.013.412.279.671,(54.276.465.624),2.799.188.756.066,(54.276.465.624),3013412279671.0,-54276465624.0,2799188756066.0,-54276465624.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
"+ Ký quỹ, ký cược","a.2) Chi tiết theo đối tượng > + Ký quỹ, ký cược","+ Ký quỹ, ký cược",498.536.502.907,(48.501.165.300),757.223.406.521,(48.501.165.300),498536502907.0,-48501165300.0,757223406521.0,-48501165300.0
- Công ty Cổ phần Hồng Lam Xuân Thành (1),a.2) Chi tiết theo đối tượng > - Công ty Cổ phần Hồng Lam Xuân Thành (1),- Công ty Cổ phần Hồng Lam Xuân Thành (1),254.268.689.153,-,500.000.000.000,-,254268689153.0,,500000000000.0,
- Công ty Cổ phần Tư vấn Kiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),a.2) Chi tiết theo đối tượng > - Công ty Cổ phần Tư vấn Kiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),- Công ty Cổ phần Tư vấn Kiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),52.650.639.863,-,52.650.639.863,-,52650639863.0,,52650639863.0,
- Công ty Cổ phần Paradise Đại Lai (3),a.2) Chi tiết theo đối tượng > - Công ty Cổ phần Paradise Đại Lai (3),- Công ty Cổ phần Paradise Đại Lai (3),55.000.000.000,-,55.000.000.000,-,55000000000.0,,55000000000.0,
- Công ty Cổ phần Thiên Phúc Điền,a.2) Chi tiết theo đối tượng > - Công ty Cổ phần Thiên Phúc Điền,- Công ty Cổ phần Thiên Phúc Điền,-,-,15.970.000.000,-,,,15970000000.0,
- Công ty TNHH Đầu tư và Phát triển Lê Phong - Dự án Lê Phong Thuận Giao,a.2) Chi tiết theo đối tượng > - Công ty TNHH Đầu tư và Phát triển Lê Phong - Dự án Lê Phong Thuận Giao,- Công ty TNHH Đầu tư và Phát triển Lê Phong - Dự án Lê Phong Thuận Giao,47.031.165.300,(47.031.165.300),47.031.165.300,(47.031.165.300),47031165300.0,-47031165300.0,47031165300.0,-47031165300.0
